timestamp,x,y,z,x_drift,y_drift,z_drift,roll,pitch,yaw,roll_drift,pitch_drift,yaw_drift,x_drift_exceeded,x_drift_trigger,y_drift_exceeded,y_drift_trigger,z_drift_exceeded,z_drift_trigger,pitch_exceeded,pitch_trigger,roll_exceeded,roll_trigger,yaw_exceeded,yaw_trigger
12314,0.134566530585289,-0.1143617331981659,0.025241874158382416,0.134566530585289,-0.1143617331981659,0.0,0.4538760781288147,-1.0130454301834106,0.10320848226547241,0.0,0.0,0.0,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,0,,0,
12414,0.14287926256656647,-0.10703036189079285,0.026357071474194527,0.14287926256656647,-0.10703036189079285,0.0,-0.14782008528709412,-1.2516605854034424,0.07035356760025024,-0.6016961634159088,-0.23861515522003174,-0.03285491466522217,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
12514,0.14612890779972076,-0.09549455344676971,0.026338327676057816,0.14612890779972076,-0.09549455344676971,0.0,-0.6650354266166687,-1.1160672903060913,0.04113984480500221,-1.1189115047454834,-0.10302186012268066,-0.0620686374604702,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
12614,0.15172772109508514,-0.1017678901553154,0.02640918269753456,0.15172772109508514,-0.1017678901553154,0.0,-0.27006468176841736,-1.138833999633789,0.07003018260002136,-0.7239407598972321,-0.12578856945037842,-0.03317829966545105,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
12714,0.15531504154205322,-0.09458243101835251,0.02614746429026127,0.15531504154205322,-0.09458243101835251,0.0,-0.494556188583374,-1.0765780210494995,0.05270394682884216,-0.9484322667121887,-0.06353259086608887,-0.05050453543663025,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
12814,0.16142013669013977,-0.0853986069560051,0.027011513710021973,0.16142013669013977,-0.0853986069560051,0.0,-0.6301306486129761,-1.075351595878601,0.04140520468354225,-1.0840067267417908,-0.06230616569519043,-0.06180327758193016,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
12914,0.16390641033649445,-0.07519016414880753,0.026058852672576904,0.16390641033649445,-0.07519016414880753,0.0,-0.7610217928886414,-0.962716817855835,0.024167941883206367,-1.214897871017456,0.050328612327575684,-0.07904054038226604,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
13014,0.1656171828508377,-0.08350710570812225,0.025180725380778313,0.1656171828508377,-0.08350710570812225,0.0,-0.2632525861263275,-0.8682965040206909,0.037173353135585785,-0.7171286642551422,0.14474892616271973,-0.06603512912988663,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
13114,0.16447681188583374,-0.07659982889890671,0.02565983310341835,0.16447681188583374,-0.07659982889890671,0.0,-0.3367519676685333,-0.7372991442680359,0.03089304454624653,-0.790628045797348,0.27574628591537476,-0.07231543771922588,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
13214,0.16423292458057404,-0.08527665585279465,0.02578587643802166,0.16423292458057404,-0.08527665585279465,0.0,0.03730062395334244,-0.6823712587356567,0.029045557603240013,-0.41657545417547226,0.3306741714477539,-0.0741629246622324,1,X drift exceeded 5 cm! Correcting position!,1,Y drift exceeded 5 cm! Correcting position!,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,1,Roll exceeded 0.3 radians! Stabilizing!,0,
