timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_exceeded,multi_ranger_x_drift_trigger,multi_ranger_y_drift_exceeded,multi_ranger_y_drift_trigger,multi_ranger_z_drift_exceeded,multi_ranger_z_drift_trigger
66479,-0.1,0.09,0.25,-0.1,0.09,0.0,1,,1,,0,
66579,-0.1,0.07,0.26,-0.1,0.07,0.0,1,,1,,0,
66679,-0.1,0.06,0.3,-0.1,0.06,0.0,1,,1,,0,
66779,-0.1,0.08,0.33,-0.1,0.08,0.0,1,,1,,0,
66879,-0.09,0.07,0.36,-0.09,0.07,-5.551115123125783e-17,1,,1,,0,
67079,-0.09,0.07,0.43,-0.09,0.07,-5.551115123125783e-17,1,,1,,0,
67179,-0.09,0.07,0.45,-0.09,0.07,-5.551115123125783e-17,1,,1,,0,
67279,-0.08,0.05,0.48,-0.08,0.05,0.0,1,,0,,0,
67379,-0.09,0.05,0.5,-0.09,0.05,0.0,1,,0,,0,
67479,-0.08,0.04,0.53,-0.08,0.04,0.0,1,,0,,0,
67579,-0.07,0.05,0.56,-0.07,0.05,0.0,1,,0,,0,
67679,-0.08,0.05,0.58,-0.08,0.05,1.1102230246251565e-16,1,,0,,0,
67779,-0.07,0.03,0.61,-0.07,0.03,0.0,1,,0,,0,
67979,-0.07,0.04,0.67,-0.07,0.04,0.0,1,,0,,0,
68079,-0.07,0.03,0.68,-0.07,0.03,0.0,1,,0,,0,
68279,-0.08,0.03,0.73,-0.08,0.03,0.0,1,,0,,0,
68479,-0.09,0.03,0.78,-0.09,0.03,0.0,1,,0,,0,
68579,-0.1,0.04,0.79,-0.1,0.04,0.0,1,,0,,0,
68779,-0.1,0.04,0.85,-0.1,0.04,0.0,1,,0,,0,
68879,-0.11,0.04,0.86,-0.11,0.04,-1.1102230246251565e-16,1,,0,,0,
68979,-0.1,0.03,0.88,-0.1,0.03,0.0,1,,0,,0,
69079,-0.09,0.04,0.91,-0.09,0.04,0.0,1,,0,,0,
69379,-0.09,0.03,0.98,-0.09,0.03,0.0,1,,0,,0,
69479,-0.09,0.02,0.99,-0.09,0.02,1.1102230246251565e-16,1,,0,,0,
69579,-0.09,0.02,1.02,-0.09,0.02,0.0,1,,0,,0,
69779,-0.09,0.04,1.06,-0.09,0.04,0.0,1,,0,,0,
69879,-0.09,0.03,1.09,-0.09,0.03,-2.220446049250313e-16,1,,0,,0,
