timestamp,x,y,z,x_drift,y_drift,z_drift,roll,pitch,yaw,roll_drift,pitch_drift,yaw_drift,x_drift_exceeded,x_drift_trigger,y_drift_exceeded,y_drift_trigger,z_drift_exceeded,z_drift_trigger,pitch_exceeded,pitch_trigger,roll_exceeded,roll_trigger,yaw_exceeded,yaw_trigger
55186,0.03827764838933945,-0.054511744529008865,0.021521421149373055,0.03827764838933945,-0.054511744529008865,0.0,-0.19177676737308502,0.5495299696922302,0.5958328247070312,0.0,0.0,0.0,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55286,0.03717275336384773,-0.05363838002085686,0.0217417161911726,0.03717275336384773,-0.05363838002085686,0.0,-0.2323504537343979,0.6393937468528748,0.5945003628730774,-0.040573686361312866,0.08986377716064453,-0.0013324618339538574,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55386,0.039234135299921036,-0.05661260709166527,0.022711699828505516,0.039234135299921036,-0.05661260709166527,0.0,-0.0866614505648613,0.571076512336731,0.6041102409362793,0.10511531680822372,0.021546542644500732,0.008277416229248047,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55486,0.03845558688044548,-0.05941062420606613,0.02279142662882805,0.03845558688044548,-0.05941062420606613,0.0,-0.014161912724375725,0.6131348609924316,0.6087710857391357,0.1776148546487093,0.06360489130020142,0.012938261032104492,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55586,0.044363174587488174,-0.058576349169015884,0.022872043773531914,0.044363174587488174,-0.058576349169015884,0.0,-0.10886607319116592,0.4340988099575043,0.6113196611404419,0.0829106941819191,-0.11543115973472595,0.015486836433410645,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55686,0.04067447781562805,-0.057527851313352585,0.021598121151328087,0.04067447781562805,-0.057527851313352585,0.0,-0.18378855288028717,0.6875384449958801,0.6141857504844666,0.007988214492797852,0.1380084753036499,0.018352925777435303,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55786,0.04253584146499634,-0.054039765149354935,0.020622337237000465,0.04253584146499634,-0.054039765149354935,0.0,-0.3449690341949463,0.643526017665863,0.6106876134872437,-0.15319226682186127,0.09399604797363281,0.014854788780212402,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55886,0.04342975094914436,-0.0597754530608654,0.021013839170336723,0.04342975094914436,-0.0597754530608654,0.0,-0.07042898237705231,0.6375294923782349,0.616112470626831,0.12134778499603271,0.08799952268600464,0.020279645919799805,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
55986,0.039638977497816086,-0.053017307072877884,0.022008877247571945,0.039638977497816086,-0.053017307072877884,0.0,-0.3208014667034149,0.7619959712028503,0.6159366965293884,-0.1290246993303299,0.21246600151062012,0.020103871822357178,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
56086,0.039562713354825974,-0.05185530707240105,0.02216593734920025,0.039562713354825974,-0.05185530707240105,0.0,-0.29172176122665405,0.7123023271560669,0.6175273060798645,-0.09994499385356903,0.16277235746383667,0.021694481372833252,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
56186,0.03946981579065323,-0.051766928285360336,0.023647407069802284,0.03946981579065323,-0.051766928285360336,0.0,-0.23064042627811432,0.6747705936431885,0.622269332408905,-0.0388636589050293,0.12524062395095825,0.02643650770187378,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
56286,0.04074038937687874,-0.05240733548998833,0.024025004357099533,0.04074038937687874,-0.05240733548998833,0.0,-0.13049234449863434,0.5605277419090271,0.6206802725791931,0.061284422874450684,0.010997772216796875,0.024847447872161865,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
56386,0.0430934876203537,-0.058867648243904114,0.022889072075486183,0.0430934876203537,-0.058867648243904114,0.0,0.06402778625488281,0.5040377378463745,0.6149992942810059,0.25580455362796783,-0.04549223184585571,0.01916646957397461,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
56486,0.04076291620731354,-0.06893475353717804,0.02234884910285473,0.04076291620731354,-0.06893475353717804,0.0,0.28081998229026794,0.657673716545105,0.6254442930221558,0.47259674966335297,0.10814374685287476,0.02961146831512451,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,1,,0,
56586,0.04365454614162445,-0.05692697688937187,0.021191677078604698,0.04365454614162445,-0.05692697688937187,0.0,-0.3841533958911896,0.5463763475418091,0.6119298934936523,-0.19237662851810455,-0.0031536221504211426,0.016097068786621094,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
56686,0.04731358587741852,-0.060084693133831024,0.020715907216072083,0.04731358587741852,-0.060084693133831024,0.0,-0.22256924211978912,0.4534680247306824,0.6138705015182495,-0.0307924747467041,-0.09606194496154785,0.01803767681121826,0,,1,Y drift (State Estimate) exceeded 5 cm! Correcting position!,0,,0,,0,,0,
