timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_exceeded,multi_ranger_x_drift_trigger,multi_ranger_y_drift_exceeded,multi_ranger_y_drift_trigger,multi_ranger_z_drift_exceeded,multi_ranger_z_drift_trigger
52352,-0.23,0.08,0.09,-0.23,0.08,-1.3877787807814457e-17,1,,1,,0,
52452,-0.18,0.06,0.11,-0.18,0.06,0.0,1,,1,,0,
53252,-0.14,0.05,0.24,-0.14,0.05,0.0,1,,0,,0,
53352,-0.14,0.06,0.26,-0.14,0.06,0.0,1,,1,,0,
53452,-0.14,0.06,0.3,-0.14,0.06,0.0,1,,1,,0,
53652,-0.14,0.06,0.36,-0.14,0.06,-5.551115123125783e-17,1,,1,,0,
53852,-0.14,0.05,0.41,-0.14,0.05,0.0,1,,0,,0,
54052,-0.14,0.06,0.48,-0.14,0.06,0.0,1,,1,,0,
54152,-0.13,0.05,0.5,-0.13,0.05,0.0,1,,0,,0,
54252,-0.13,0.04,0.53,-0.13,0.04,0.0,1,,0,,0,
54352,-0.13,0.04,0.55,-0.13,0.04,0.0,1,,0,,0,
54452,-0.13,0.03,0.58,-0.13,0.03,1.1102230246251565e-16,1,,0,,0,
54552,-0.14,0.02,0.6,-0.14,0.02,0.0,1,,0,,0,
54652,-0.14,0.05,0.63,-0.14,0.05,-1.1102230246251565e-16,1,,0,,0,
54852,-0.14,0.04,0.68,-0.14,0.04,0.0,1,,0,,0,
54952,-0.14,0.04,0.7,-0.14,0.04,1.1102230246251565e-16,1,,0,,0,
55052,-0.14,0.05,0.73,-0.14,0.05,0.0,1,,0,,0,
55152,-0.15,0.03,0.76,-0.15,0.03,0.0,1,,0,,0,
55252,-0.14,0.03,0.77,-0.14,0.03,0.0,1,,0,,0,
55352,-0.14,0.04,0.79,-0.14,0.04,0.0,1,,0,,0,
55552,-0.13,0.02,0.84,-0.13,0.02,-1.1102230246251565e-16,1,,0,,0,
55752,-0.12,0.03,0.89,-0.12,0.03,1.1102230246251565e-16,1,,0,,0,
55952,-0.11,0.03,0.93,-0.11,0.03,1.1102230246251565e-16,1,,0,,0,
56152,-0.1,0.03,0.98,-0.1,0.03,0.0,1,,0,,0,
56252,-0.1,0.03,1.0,-0.1,0.03,0.0,1,,0,,0,
56352,-0.1,0.03,1.02,-0.1,0.03,0.0,1,,0,,0,
56452,-0.1,0.03,1.04,-0.1,0.03,0.0,1,,0,,0,
56552,-0.1,0.01,1.06,-0.1,0.01,0.0,1,,0,,0,
56652,-0.1,0.01,1.08,-0.1,0.01,0.0,1,,0,,0,
56752,-0.1,0.02,1.1,-0.1,0.02,0.0,1,,0,,0,
57052,-0.09,0.01,1.17,-0.09,0.01,0.0,1,,0,,0,
57152,-0.09,0.02,1.18,-0.09,0.02,0.0,1,,0,,0,
57252,-0.09,0.01,1.21,-0.09,0.01,0.0,1,,0,,0,
57352,-0.08,0.01,1.23,-0.08,0.01,0.0,1,,0,,0,
57652,-0.07,0.01,1.3,-0.07,0.01,0.0,1,,0,,0,
57752,-0.08,0.0,1.32,-0.08,0.0,0.0,1,,0,,0,
57852,-0.09,0.0,1.33,-0.09,0.0,0.0,1,,0,,0,
57952,-0.09,0.0,1.36,-0.09,0.0,0.0,1,,0,,0,
58052,-0.09,0.0,1.38,-0.09,0.0,0.0,1,,0,,0,
58352,-0.07,0.01,1.44,-0.07,0.01,-2.220446049250313e-16,1,,0,,0,
58452,-0.07,0.01,1.46,-0.07,0.01,0.0,1,,0,,0,
58652,-0.07,-0.01,1.5,-0.07,-0.01,0.0,1,,0,,0,
58852,-0.06,-0.01,1.54,-0.06,-0.01,0.040000000000000036,1,,0,,0,
59252,-0.07,-0.01,1.62,-0.07,-0.01,0.1200000000000001,1,,0,,1,
59552,-0.08,-0.04,1.65,-0.08,-0.04,0.1499999999999999,1,,0,,1,
59852,-0.08,-0.03,1.65,-0.08,-0.03,0.1499999999999999,1,,0,,1,
59952,-0.09,-0.04,1.66,-0.09,-0.04,0.15999999999999992,1,,0,,1,
61452,-0.08,-0.05,1.63,-0.08,-0.05,0.1299999999999999,1,,0,,1,
61852,-0.07,-0.05,1.62,-0.07,-0.05,0.1200000000000001,1,,0,,1,
62052,-0.07,-0.04,1.61,-0.07,-0.04,0.1100000000000001,1,,0,,1,
62352,-0.08,0.03,1.6,-0.08,3.469446951953614e-18,0.10000000000000009,1,,0,,1,
62452,-0.08,0.06,1.61,-0.08,6.938893903907228e-18,0.1100000000000001,1,,0,,1,
62552,-0.08,0.09,1.6,-0.08,0.0,0.10000000000000009,1,,0,,1,
62652,-0.08,0.13,1.6,-0.08,0.0,0.10000000000000009,1,,0,,1,
62752,-0.08,0.14,1.6,-0.08,0.0,0.10000000000000009,1,,0,,1,
62852,-0.08,0.15,1.61,-0.08,0.0,0.1100000000000001,1,,0,,1,
62952,-0.08,0.18,1.61,-0.08,0.0,0.1100000000000001,1,,0,,1,
63052,-0.08,0.19,1.61,-0.08,2.7755575615628914e-17,0.1100000000000001,1,,0,,1,
63152,-0.07,0.21,1.6,-0.07,-2.7755575615628914e-17,0.10000000000000009,1,,0,,1,
63252,-0.08,0.22,1.59,-0.08,0.0,0.09000000000000008,1,,0,,1,
63352,-0.08,0.25,1.59,-0.08,0.0,0.09000000000000008,1,,0,,1,
63452,-0.07,0.26,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
63552,-0.07,0.27,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
63652,-0.07,0.28,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
63752,-0.06,0.3,1.59,-0.06,0.0,0.09000000000000008,1,,0,,1,
63852,-0.07,0.31,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
63952,-0.07,0.31,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
64052,-0.07,0.33,1.58,-0.07,0.0,0.08000000000000007,1,,0,,1,
64152,-0.07,0.34,1.58,-0.07,0.0,0.08000000000000007,1,,0,,1,
64252,-0.07,0.36,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
64352,-0.07,0.37,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
64452,-0.07,0.37,1.59,-0.07,0.0,0.09000000000000008,1,,0,,1,
64552,-0.07,0.37,1.58,-0.07,0.0,0.08000000000000007,1,,0,,1,
64652,-0.07,0.4,1.58,-0.07,5.551115123125783e-17,0.08000000000000007,1,,0,,1,
64752,-0.07,0.4,1.58,-0.07,5.551115123125783e-17,0.08000000000000007,1,,0,,1,
64852,-0.07,0.41,1.57,-0.07,5.551115123125783e-17,0.07000000000000006,1,,0,,1,
64952,-0.07,0.44,1.57,-0.07,0.0,0.07000000000000006,1,,0,,1,
65052,-0.07,0.44,1.57,-0.07,0.0,0.07000000000000006,1,,0,,1,
65152,-0.07,0.46,1.56,-0.07,0.0,0.06000000000000005,1,,0,,1,
65252,-0.07,0.46,1.56,-0.07,0.0,0.06000000000000005,1,,0,,1,
65352,-0.06,0.48,1.56,-0.06,5.551115123125783e-17,0.06000000000000005,1,,0,,1,
65452,-0.06,0.5,1.56,-0.06,0.0,0.06000000000000005,1,,0,,1,
65552,-0.06,0.51,1.55,-0.06,0.0,0.050000000000000044,1,,0,,1,
65652,-0.06,0.52,1.56,-0.06,0.0,0.06000000000000005,1,,0,,1,
65752,-0.06,0.54,1.55,-0.06,0.0,0.050000000000000044,1,,0,,1,
65852,-0.06,0.56,1.56,-0.06,0.0,0.06000000000000005,1,,0,,1,
65952,-0.05,0.56,1.55,-0.05,0.0,0.050000000000000044,0,,0,,1,
66052,-0.05,0.57,1.56,-0.05,0.0,0.06000000000000005,0,,0,,1,
66152,-0.05,0.59,1.56,-0.05,0.0,0.06000000000000005,0,,0,,1,
66252,-0.05,0.6,1.56,-0.05,0.0,0.06000000000000005,0,,0,,1,
66352,-0.05,0.61,1.56,-0.05,0.0,0.06000000000000005,0,,0,,1,
66452,-0.05,0.63,1.56,-0.05,0.0,0.06000000000000005,0,,0,,1,
66552,-0.04,0.64,1.56,-0.04,0.0,0.06000000000000005,0,,0,,1,
66652,-0.05,0.66,1.55,-0.05,0.0,0.050000000000000044,0,,0,,1,
66752,-0.05,0.67,1.56,-0.05,0.0,0.06000000000000005,0,,0,,1,
66852,-0.04,0.68,1.56,-0.04,0.0,0.06000000000000005,0,,0,,1,
66952,-0.04,0.69,1.56,-0.04,0.0,0.06000000000000005,0,,0,,1,
67052,-0.04,0.7,1.55,-0.04,-1.1102230246251565e-16,0.050000000000000044,0,,0,,1,
67152,-0.04,0.71,1.55,-0.04,0.0,0.050000000000000044,0,,0,,1,
67252,-0.03,0.72,1.55,-0.03,0.0,0.050000000000000044,0,,0,,1,
67352,-0.04,0.73,1.55,-0.04,-1.1102230246251565e-16,0.050000000000000044,0,,0,,1,
67452,-0.03,0.75,1.55,-0.03,0.0,0.050000000000000044,0,,0,,1,
67552,-0.03,0.76,1.55,-0.03,1.1102230246251565e-16,0.050000000000000044,0,,0,,1,
67652,-0.03,0.78,1.54,-0.03,0.0,0.040000000000000036,0,,0,,0,
67752,-0.02,0.79,1.54,-0.02,1.1102230246251565e-16,0.040000000000000036,0,,0,,0,
67852,-0.02,0.8,1.54,-0.02,1.1102230246251565e-16,0.040000000000000036,0,,0,,0,
67952,-0.02,0.81,1.54,-0.02,0.0,0.040000000000000036,0,,0,,0,
68052,-0.02,0.84,1.54,-0.02,-1.1102230246251565e-16,0.040000000000000036,0,,0,,0,
68152,-0.01,0.85,1.53,-0.01,0.0,0.030000000000000027,0,,0,,0,
68252,-0.01,0.87,1.54,-0.01,-1.1102230246251565e-16,0.040000000000000036,0,,0,,0,
68352,0.0,0.88,1.54,0.0,0.0,0.040000000000000036,0,,0,,0,
68452,0.0,0.9,1.54,0.0,-1.1102230246251565e-16,0.040000000000000036,0,,0,,0,
68552,0.0,0.92,1.54,0.0,0.0,0.040000000000000036,0,,0,,0,
68652,0.01,0.93,1.53,0.01,-1.1102230246251565e-16,0.030000000000000027,0,,0,,0,
68752,0.01,0.94,1.53,0.01,0.0,0.030000000000000027,0,,0,,0,
68852,0.02,0.96,1.54,0.02,1.1102230246251565e-16,0.040000000000000036,0,,0,,0,
