timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_exceeded,multi_ranger_x_drift_trigger,multi_ranger_y_drift_exceeded,multi_ranger_y_drift_trigger,multi_ranger_z_drift_exceeded,multi_ranger_z_drift_trigger
29805,0.31,-0.34,0.04,0.31,-0.34,6.938893903907228e-18,1,,1,,0,
30705,0.2,-0.3,0.34,0.2,-0.3,0.0,1,,1,,0,
30805,0.18,-0.3,0.37,0.18,-0.3,0.0,1,,1,,0,
30905,0.18,-0.31,0.41,0.18,-0.31,0.0,1,,1,,0,
31005,0.17,-0.3,0.45,0.17,-0.3,-5.551115123125783e-17,1,,1,,0,
31105,0.16,-0.3,0.47,0.16,-0.3,0.0,1,,1,,0,
31205,0.16,-0.29,0.5,0.16,-0.29,0.0,1,,1,,0,
31305,0.15,-0.29,0.53,0.15,-0.29,0.0,1,,1,,0,
31405,0.14,-0.29,0.56,0.14,-0.29,0.0,1,,1,,0,
31505,0.12,-0.29,0.58,0.12,-0.29,1.1102230246251565e-16,1,,1,,0,
31605,0.12,-0.29,0.6,0.12,-0.29,0.0,1,,1,,0,
31705,0.12,-0.28,0.64,0.12,-0.28,1.1102230246251565e-16,1,,1,,0,
31805,0.12,-0.29,0.67,0.12,-0.29,0.0,1,,1,,0,
31905,0.11,-0.29,0.69,0.11,-0.29,0.0,1,,1,,0,
32005,0.11,-0.3,0.72,0.11,-0.3,-1.1102230246251565e-16,1,,1,,0,
32105,0.12,-0.28,0.74,0.12,-0.28,0.0,1,,1,,0,
32205,0.11,-0.29,0.76,0.11,-0.29,0.0,1,,1,,0,
32305,0.08,-0.29,0.79,0.08,-0.29,0.0,1,,1,,0,
32405,0.1,-0.29,0.81,0.1,-0.29,0.0,1,,1,,0,
32505,0.1,-0.29,0.83,0.1,-0.29,1.1102230246251565e-16,1,,1,,0,
32705,0.09,-0.29,0.87,0.09,-0.29,1.1102230246251565e-16,1,,1,,0,
32805,0.09,-0.27,0.9,0.09,-0.27,-1.1102230246251565e-16,1,,1,,0,
32905,0.08,-0.29,0.92,0.08,-0.29,-1.1102230246251565e-16,1,,1,,0,
33005,0.09,-0.28,0.94,0.09,-0.28,0.0,1,,1,,0,
33105,0.09,-0.27,0.96,0.09,-0.27,0.0,1,,1,,0,
33205,0.08,-0.28,0.98,0.08,-0.28,0.0,1,,1,,0,
33305,0.08,-0.27,1.01,0.08,-0.27,0.0,1,,1,,0,
33405,0.09,-0.29,1.03,0.09,-0.29,0.0,1,,1,,0,
33505,0.09,-0.27,1.05,0.09,-0.27,0.0,1,,1,,0,
33605,0.09,-0.26,1.07,0.09,-0.26,0.0,1,,1,,0,
33705,0.07,-0.27,1.09,0.07,-0.27,-2.220446049250313e-16,1,,1,,0,
33805,0.09,-0.26,1.11,0.09,-0.26,2.220446049250313e-16,1,,1,,0,
33905,0.1,-0.28,1.14,0.1,-0.28,-2.220446049250313e-16,1,,1,,0,
34005,0.1,-0.28,1.16,0.1,-0.28,2.220446049250313e-16,1,,1,,0,
34105,0.11,-0.27,1.18,0.11,-0.27,0.0,1,,1,,0,
34205,0.13,-0.28,1.19,0.13,-0.28,0.0,1,,1,,0,
34305,0.13,-0.28,1.22,0.13,-0.28,0.0,1,,1,,0,
34405,0.14,-0.27,1.24,0.14,-0.27,0.0,1,,1,,0,
34505,0.13,-0.26,1.25,0.13,-0.26,0.0,1,,1,,0,
34605,0.14,-0.26,1.28,0.14,-0.26,2.220446049250313e-16,1,,1,,0,
34705,0.14,-0.28,1.3,0.14,-0.28,0.0,1,,1,,0,
34805,0.15,-0.28,1.32,0.15,-0.28,0.0,1,,1,,0,
34905,0.14,-0.27,1.34,0.14,-0.27,0.0,1,,1,,0,
35005,0.15,-0.26,1.36,0.15,-0.26,0.0,1,,1,,0,
35105,0.14,-0.28,1.39,0.14,-0.28,0.0,1,,1,,0,
35205,0.16,-0.27,1.41,0.16,-0.27,0.0,1,,1,,0,
35305,0.15,-0.28,1.43,0.15,-0.28,-2.220446049250313e-16,1,,1,,0,
35405,0.16,-0.28,1.45,0.16,-0.28,2.220446049250313e-16,1,,1,,0,
35505,0.17,-0.26,1.47,0.17,-0.26,0.0,1,,1,,0,
35605,0.17,-0.27,1.48,0.17,-0.27,0.0,1,,1,,0,
35705,0.19,-0.26,1.51,0.19,-0.26,0.010000000000000009,1,,1,,0,
35805,0.18,-0.26,1.53,0.18,-0.26,0.030000000000000027,1,,1,,0,
35905,0.18,-0.26,1.54,0.18,-0.26,0.040000000000000036,1,,1,,0,
36005,0.18,-0.28,1.56,0.18,-0.28,0.06000000000000005,1,,1,,1,
36105,0.19,-0.27,1.58,0.19,-0.27,0.08000000000000007,1,,1,,1,
36205,0.19,-0.27,1.6,0.19,-0.27,0.10000000000000009,1,,1,,1,
36305,0.19,-0.28,1.61,0.19,-0.28,0.1100000000000001,1,,1,,1,
36505,0.18,-0.27,1.64,0.18,-0.27,0.1399999999999999,1,,1,,1,
36605,0.18,-0.28,1.64,0.18,-0.28,0.1399999999999999,1,,1,,1,
36705,0.19,-0.28,1.63,0.19,-0.28,0.1299999999999999,1,,1,,1,
36805,0.19,-0.28,1.64,0.19,-0.28,0.1399999999999999,1,,1,,1,
36905,0.19,-0.28,1.62,0.19,-0.28,0.1200000000000001,1,,1,,1,
37005,0.18,-0.28,1.63,0.18,-0.28,0.1299999999999999,1,,1,,1,
37105,0.19,-0.27,1.62,0.19,-0.27,0.1200000000000001,1,,1,,1,
37205,0.18,-0.28,1.62,0.18,-0.28,0.1200000000000001,1,,1,,1,
37305,0.17,-0.26,1.62,0.17,-0.26,0.1200000000000001,1,,1,,1,
37405,0.17,-0.29,1.61,0.17,-0.29,0.1100000000000001,1,,1,,1,
37505,0.16,-0.27,1.6,0.16,-0.27,0.10000000000000009,1,,1,,1,
37605,0.15,-0.28,1.6,0.15,-0.28,0.10000000000000009,1,,1,,1,
37705,0.15,-0.28,1.6,0.15,-0.28,0.10000000000000009,1,,1,,1,
37805,0.14,-0.28,1.59,0.14,-0.28,0.09000000000000008,1,,1,,1,
37905,0.14,-0.27,1.59,0.14,-0.27,0.09000000000000008,1,,1,,1,
38005,0.14,-0.28,1.59,0.14,-0.28,0.09000000000000008,1,,1,,1,
38105,0.16,-0.28,1.59,0.16,-0.28,0.09000000000000008,1,,1,,1,
38205,0.17,-0.27,1.59,0.17,-0.27,0.09000000000000008,1,,1,,1,
38305,0.18,-0.28,1.59,0.18,-0.28,0.09000000000000008,1,,1,,1,
38405,0.17,-0.27,1.58,0.17,-0.27,0.08000000000000007,1,,1,,1,
38505,0.18,-0.25,1.58,0.18,-0.25,0.08000000000000007,1,,1,,1,
38605,0.18,-0.25,1.58,0.18,-0.25,0.08000000000000007,1,,1,,1,
38705,0.16,-0.25,1.59,0.16,-0.25,0.09000000000000008,1,,1,,1,
38805,0.16,-0.26,1.59,0.16,-0.26,0.09000000000000008,1,,1,,1,
39005,0.14,-0.31,1.54,0.14,-0.31,0.040000000000000036,1,,1,,0,
39105,0.14,-0.26,1.53,0.14,-0.26,0.030000000000000027,1,,1,,0,
39205,0.11,-0.19,1.54,0.11,-0.19,0.040000000000000036,1,,1,,0,
39305,0.1,-0.1,1.54,0.1,-0.1,0.040000000000000036,1,,1,,0,
39405,0.08,-0.03,1.53,0.08,-0.03,0.030000000000000027,1,,0,,0,
39505,0.06,0.05,1.53,0.06,6.938893903907228e-18,0.030000000000000027,1,,0,,0,
39605,0.05,0.13,1.53,0.05,0.0,0.030000000000000027,0,,0,,0,
39705,0.04,0.2,1.54,0.04,2.7755575615628914e-17,0.040000000000000036,0,,0,,0,
39805,0.03,0.26,1.55,0.03,0.0,0.050000000000000044,0,,0,,1,
39905,0.01,0.32,1.56,0.01,0.0,0.06000000000000005,0,,0,,1,
40005,0.03,0.38,1.56,0.03,5.551115123125783e-17,0.06000000000000005,0,,0,,1,
40105,0.02,0.44,1.56,0.02,0.0,0.06000000000000005,0,,0,,1,
40205,0.01,0.5,1.55,0.01,0.0,0.050000000000000044,0,,0,,1,
40305,0.02,0.56,1.55,0.02,0.0,0.050000000000000044,0,,0,,1,
40405,0.02,0.59,1.53,0.02,0.0,0.030000000000000027,0,,0,,0,
40505,0.03,0.55,1.5,0.03,0.0,0.0,0,,0,,0,
