timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_pos_exceeded,multi_ranger_x_drift_pos_trigger,multi_ranger_x_drift_neg_exceeded,multi_ranger_x_drift_neg_trigger,multi_ranger_y_drift_pos_exceeded,multi_ranger_y_drift_pos_trigger,multi_ranger_y_drift_neg_exceeded,multi_ranger_y_drift_neg_trigger,multi_ranger_z_drift_pos_exceeded,multi_ranger_z_drift_pos_trigger,multi_ranger_z_drift_neg_exceeded,multi_ranger_z_drift_neg_trigger,right,front,up,progressing_2s,min_closure_2s,progressing_5s,min_closure_5s,reached_waypoint,trigger_15,trigger_16,trigger_17
37083,-0.05,0.1,0.09,-0.05,0.1,-1.3877787807814457e-17,0,,0,,0,,0,,0,,0,,32.766,3.107,3.153,,,,,,,,
37683,-0.03,0.14,0.17,-0.03,0.14,0.0,0,,0,,0,,0,,0,,0,,2.816,3.074,3.072,,,,,,,,
37783,-0.04,0.12,0.18,-0.04,0.12,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,32.766,3.087,3.064,,,,,,,,
37883,-0.03,0.14,0.2,-0.03,0.14,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,32.766,3.066,3.037,,,,,,,,
37983,-0.04,0.15,0.23,-0.04,0.15,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,2.829,3.059,3.006,,,,,,,,
38083,-0.04,0.14,0.27,-0.04,0.14,0.0,0,,0,,0,,0,,0,,0,,2.857,3.069,2.966,,,,,,,,
38183,-0.04,0.14,0.31,-0.04,0.14,0.0,0,,0,,0,,0,,0,,0,,2.85,3.068,2.933,,,,,,,,
38283,-0.04,0.15,0.34,-0.04,0.15,0.0,0,,0,,0,,0,,0,,0,,2.855,3.059,2.9,,,,,,,,
38383,-0.04,0.15,0.37,-0.04,0.15,0.0,0,,0,,0,,0,,0,,0,,2.853,3.06,2.87,,,,,,,,
38483,-0.03,0.14,0.41,-0.03,0.14,0.0,0,,0,,0,,0,,0,,0,,2.851,3.067,2.833,,,,,,,,
38583,-0.03,0.15,0.44,-0.03,0.15,0.0,0,,0,,0,,0,,0,,0,,2.86,3.063,2.803,,,,,,,,
38683,-0.04,0.13,0.46,-0.04,0.13,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,2.869,3.075,2.777,,,,,,,,
38783,-0.04,0.13,0.48,-0.04,0.13,0.0,0,,0,,0,,0,,0,,0,,2.872,3.076,2.756,,,,,,,,
38883,-0.04,0.14,0.52,-0.04,0.14,0.0,0,,0,,0,,0,,0,,0,,2.878,3.066,2.722,,,,,,,,
39083,-0.04,0.14,0.57,-0.04,0.14,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.883,3.071,2.668,,,,,,,,
39183,-0.04,0.13,0.59,-0.04,0.13,0.0,0,,0,,0,,0,,0,,0,,2.895,3.075,2.646,,,,,,,,
39283,-0.05,0.14,0.62,-0.05,0.14,0.0,0,,0,,0,,0,,0,,0,,2.899,3.073,2.618,,,,,,,,
39383,-0.05,0.14,0.64,-0.05,0.14,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.892,3.071,2.598,,,,,,,,
39483,-0.05,0.14,0.67,-0.05,0.14,0.0,0,,0,,0,,0,,0,,0,,2.9,3.068,2.569,,,,,,,,
39583,-0.05,0.14,0.71,-0.05,0.14,0.0,0,,0,,0,,0,,0,,0,,2.899,3.071,2.533,,,,,,,,
39683,-0.04,0.14,0.73,-0.04,0.14,0.0,0,,0,,0,,0,,0,,0,,2.904,3.068,2.514,,,,,,,,
39783,-0.03,0.13,0.74,-0.03,0.13,0.0,0,,0,,0,,0,,0,,0,,2.896,3.075,2.499,,,,,,,,
39883,-0.03,0.15,0.77,-0.03,0.15,0.0,0,,0,,0,,0,,0,,0,,2.881,3.059,2.466,,,,,,,,
39983,-0.02,0.14,0.8,-0.02,0.14,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.872,3.07,2.444,,,,,,,,
40083,-0.03,0.15,0.82,-0.03,0.15,0.0,0,,0,,0,,0,,0,,0,,2.877,3.065,2.422,,,,,,,,
40183,-0.02,0.15,0.84,-0.02,0.15,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.874,3.064,2.403,,,,,,,,
40283,-0.02,0.13,0.87,-0.02,0.13,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.872,3.077,2.371,,,,,,,,
40383,-0.02,0.14,0.89,-0.02,0.14,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.874,3.066,2.346,,,,,,,,
40483,-0.02,0.15,0.92,-0.02,0.15,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.874,3.059,2.324,,,,,,,,
40583,-0.01,0.14,0.94,-0.01,0.14,0.0,0,,0,,0,,0,,0,,0,,2.874,3.067,2.3,,,,,,,,
40683,-0.01,0.16,0.96,-0.01,0.16,0.0,0,,0,,0,,0,,0,,0,,2.862,3.054,2.281,,,,,,,,
40783,-0.01,0.15,0.99,-0.01,0.15,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.862,3.059,2.255,,,,,,,,
40883,-0.01,0.16,1.01,-0.01,0.16,0.0,0,,0,,0,,0,,0,,0,,2.853,3.049,2.232,,,,,,,,
40983,-0.01,0.17,1.03,-0.01,0.17,0.0,0,,0,,0,,0,,0,,0,,2.857,3.042,2.211,,,,,,,,
41083,-0.02,0.17,1.05,-0.02,0.17,0.0,0,,0,,0,,0,,0,,0,,2.856,3.041,2.187,,,,,,,,
41183,-0.02,0.16,1.08,-0.02,0.16,0.0,0,,0,,0,,0,,0,,0,,2.874,3.047,2.164,,,,,,,,
41283,-0.03,0.16,1.1,-0.03,0.16,0.0,0,,0,,0,,0,,0,,0,,2.88,3.048,2.143,,,,,,,,
41383,-0.03,0.17,1.12,-0.03,0.17,0.0,0,,0,,0,,0,,0,,0,,2.879,3.044,2.12,,,,,,,,
41483,-0.03,0.17,1.14,-0.03,0.17,-2.220446049250313e-16,0,,0,,0,,0,,0,,0,,2.883,3.037,2.104,,,,,,,,
41583,-0.03,0.17,1.15,-0.03,0.17,0.0,0,,0,,0,,0,,0,,0,,2.88,3.044,2.089,,,,,,,,
41683,-0.03,0.17,1.17,-0.03,0.17,0.0,0,,0,,0,,0,,0,,0,,2.878,3.037,2.067,,,,,,,,
41783,-0.03,0.17,1.19,-0.03,0.17,0.0,0,,0,,0,,0,,0,,0,,2.878,3.041,2.046,,,,,,,,
41884,-0.03,0.17,1.21,-0.03,0.17,0.0,0,,0,,0,,0,,0,,0,,2.872,3.035,2.03,,,,,,,,
41984,-0.03,0.17,1.22,-0.03,0.17,0.0,0,,0,,0,,0,,0,,0,,2.88,3.036,2.017,,,,,,,,
42083,-0.02,0.18,1.25,-0.02,0.18,0.0,0,,0,,0,,0,,0,,0,,2.868,3.034,1.993,,,,,,,,
42183,-0.02,0.19,1.27,-0.02,0.19,0.0,0,,0,,0,,0,,0,,0,,2.853,3.022,1.968,,,,,,,,
42283,-0.02,0.19,1.29,-0.02,0.19,0.0,0,,0,,0,,0,,0,,0,,2.865,3.022,1.946,,,,,,,,
