timestamp,x,y,z,x_drift,y_drift,z_drift,roll,pitch,yaw,roll_drift,pitch_drift,yaw_drift,x_drift_pos_exceeded,x_drift_pos_trigger,x_drift_neg_exceeded,x_drift_neg_trigger,y_drift_pos_exceeded,y_drift_pos_trigger,y_drift_neg_exceeded,y_drift_neg_trigger,z_drift_pos_exceeded,z_drift_pos_trigger,z_drift_neg_exceeded,z_drift_neg_trigger,pitch_exceeded,pitch_trigger,roll_exceeded,roll_trigger,yaw_exceeded,yaw_trigger
75140,0.032916031777858734,-0.042546648532152176,0.00031694493372924626,0.032916031777858734,-0.042546648532152176,0.0,-0.008768589235842228,0.09564444422721863,2.1450693607330322,0.0,0.0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,
75240,0.03318801522254944,-0.039296653121709824,9.886939369607717e-05,0.03318801522254944,-0.039296653121709824,0.0,-0.20104777812957764,0.08213388919830322,2.133096218109131,-0.1922791888937354,-0.013510555028915405,-0.011973142623901367,0,,0,,0,,0,,0,,0,,0,,0,,0,
75340,0.030978985130786896,-0.031578995287418365,0.00047317135613411665,0.030978985130786896,-0.031578995287418365,0.0,-0.46713966131210327,0.12238532304763794,2.1105213165283203,-0.45837107207626104,0.02674087882041931,-0.034548044204711914,0,,0,,0,,0,,0,,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
75440,0.028737075626850128,-0.03263115510344505,0.00041275244439020753,0.028737075626850128,-0.03263115510344505,0.0,-0.2717333137989044,0.16563297808170319,2.1110410690307617,-0.2629647245630622,0.06998853385448456,-0.03402829170227051,0,,0,,0,,0,,0,,0,,0,,0,,0,
75540,0.029283719137310982,-0.017004190012812614,0.000191552157048136,0.029283719137310982,-0.017004190012812614,0.0,-0.7161533236503601,0.09336400032043457,2.1189944744110107,-0.7073847344145179,-0.0022804439067840576,-0.026074886322021484,0,,0,,0,,0,,0,,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
75640,0.025211086496710777,-0.011382936500012875,0.0003408107440918684,0.025211086496710777,-0.011382936500012875,0.0,-0.6323532462120056,0.2045813351869583,2.108717441558838,-0.6235846569761634,0.10893689095973969,-0.036351919174194336,0,,0,,0,,0,,0,,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
75740,0.026348324492573738,-0.009773129597306252,0.0004362954350654036,0.026348324492573738,-0.009773129597306252,0.0,-0.38065066933631897,0.13920922577381134,2.1349220275878906,-0.37188208010047674,0.04356478154659271,-0.010147333145141602,0,,0,,0,,0,,0,,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
75840,0.024870306253433228,-0.010438560508191586,0.0003431089862715453,0.024870306253433228,-0.010438560508191586,0.0,-0.1422404646873474,0.16082978248596191,2.1356582641601562,-0.13347187545150518,0.06518533825874329,-0.009411096572875977,0,,0,,0,,0,,0,,0,,0,,0,,0,
75940,0.024178553372621536,-0.00923618208616972,0.00015760156384203583,0.024178553372621536,-0.00923618208616972,0.0,-0.08519525080919266,0.15410606563091278,2.1430442333221436,-0.07642666157335043,0.05846162140369415,-0.002025127410888672,0,,0,,0,,0,,0,,0,,0,,0,,0,
76040,0.024746188893914223,-0.01870908960700035,0.0001424496149411425,0.024746188893914223,-0.01870908960700035,0.0,0.38457244634628296,0.14725492894649506,2.1569933891296387,0.3933410355821252,0.05161048471927643,0.011924028396606445,0,,0,,0,,0,,0,,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
76140,0.029531441628932953,-0.012126026675105095,0.00019568155403248966,0.029531441628932953,-0.012126026675105095,0.0,0.05135345086455345,-0.03817960247397423,2.139721632003784,0.06012204010039568,-0.13382404670119286,-0.005347728729248047,0,,0,,0,,0,,0,,0,,0,,0,,0,
76240,0.03134755790233612,-0.006605115719139576,5.350996070774272e-05,0.03134755790233612,-0.006605115719139576,0.0,-0.12195431441068649,-0.043835125863552094,2.1307787895202637,-0.11318572517484426,-0.13947957009077072,-0.014290571212768555,0,,0,,0,,0,,0,,0,,0,,0,,0,
76340,0.029239138588309288,-0.008002168498933315,0.00010434892465127632,0.029239138588309288,-0.008002168498933315,0.0,0.025689132511615753,0.12547829747200012,2.157727003097534,0.03445772174745798,0.029833853244781494,0.012657642364501953,0,,0,,0,,0,,0,,0,,0,,0,,0,
76440,0.029428845271468163,-0.007743011694401503,0.00037884971243329346,0.029428845271468163,-0.007743011694401503,0.0,0.06345991790294647,0.14553946256637573,2.166189432144165,0.0722285071387887,0.049895018339157104,0.021120071411132812,0,,0,,0,,0,,0,,0,,0,,0,,0,
76540,0.032288841903209686,-0.005925207864493132,0.0003110315592493862,0.032288841903209686,-0.005925207864493132,0.0,0.006328798830509186,0.044199127703905106,2.161066770553589,0.015097388066351414,-0.05144531652331352,0.01599740982055664,0,,0,,0,,0,,0,,0,,0,,0,,0,
76640,0.032083962112665176,-0.006563491653650999,0.00016850295651238412,0.032083962112665176,-0.006563491653650999,0.0,0.06099000945687294,0.11148616671562195,2.170926570892334,0.06975859869271517,0.01584172248840332,0.025857210159301758,0,,0,,0,,0,,0,,0,,0,,0,,0,
76740,0.029979081824421883,-0.00517080957069993,0.000132791290525347,0.029979081824421883,-0.00517080957069993,0.0,0.029376564547419548,0.20972031354904175,2.18133282661438,0.038145153783261776,0.11407586932182312,0.036263465881347656,0,,0,,0,,0,,0,,0,,0,,0,,0,
76840,0.028527721762657166,-0.010919967666268349,7.929982530185953e-05,0.028527721762657166,-0.010919967666268349,0.0,0.2874370813369751,0.24884408712387085,2.178281545639038,0.2962056705728173,0.15319964289665222,0.03321218490600586,0,,0,,0,,0,,0,,0,,0,,0,,0,
76940,0.029774069786071777,-0.012184862047433853,0.0005469135357998312,0.029774069786071777,-0.012184862047433853,0.0,0.22160643339157104,0.1605697125196457,2.1758639812469482,0.23037502262741327,0.06492526829242706,0.030794620513916016,0,,0,,0,,0,,0,,0,,0,,0,,0,
77040,0.026890810579061508,-0.015042448416352272,0.00034179279464296997,0.026890810579061508,-0.015042448416352272,0.0,0.24950231611728668,0.2708565294742584,2.1874232292175293,0.2582709053531289,0.1752120852470398,0.04235386848449707,0,,0,,0,,0,,0,,0,,0,,0,,0,
77140,0.027883706614375114,-0.019185010343790054,0.0003064510237891227,0.027883706614375114,-0.019185010343790054,0.0,0.22632618248462677,0.20526066422462463,2.1848394870758057,0.235094771720469,0.109616219997406,0.03977012634277344,0,,0,,0,,0,,0,,0,,0,,0,,0,
77240,0.025284046307206154,-0.008539844304323196,1.523713581264019e-05,0.025284046307206154,-0.008539844304323196,0.0,-0.25208744406700134,0.2844502925872803,2.206934690475464,-0.24331885483115911,0.18880584836006165,0.06186532974243164,0,,0,,0,,0,,0,,0,,0,,0,,0,
77340,0.02689371258020401,-0.00871152151376009,1.72771997313248e-05,0.02689371258020401,-0.00871152151376009,0.0,-0.15276406705379486,0.1682090014219284,2.2079505920410156,-0.14399547781795263,0.07256455719470978,0.0628812313079834,0,,0,,0,,0,,0,,0,,0,,0,,0,
77440,0.018268879503011703,-0.010485704988241196,0.00025288117467425764,0.018268879503011703,-0.010485704988241196,0.0,-0.09239329397678375,0.3798353374004364,2.2073588371276855,-0.08362470474094152,0.2841908931732178,0.06228947639465332,0,,0,,0,,0,,0,,0,,0,,0,,0,
77540,0.026445716619491577,-0.008809995837509632,0.00041667025652714074,0.026445716619491577,-0.008809995837509632,0.0,-0.10530441254377365,0.013787121511995792,2.219501495361328,-0.09653582330793142,-0.08185732271522284,0.0744321346282959,0,,0,,0,,0,,0,,0,,0,,0,,0,
77640,0.030366459861397743,-0.009977979585528374,0.0002605999761726707,0.030366459861397743,-0.009977979585528374,0.0,-0.006854950450360775,-0.057481493800878525,2.227318525314331,0.001913638785481453,-0.15312593802809715,0.08224916458129883,0,,0,,0,,0,,0,,0,,0,,0,,0,
77740,0.030039988458156586,-0.018975650891661644,2.6831730792764574e-05,0.030039988458156586,-0.018975650891661644,0.0,0.2889355421066284,0.06828370690345764,2.2398064136505127,0.29770413134247065,-0.027360737323760986,0.09473705291748047,0,,0,,0,,0,,0,,0,,0,,0,,0,
77840,0.03335252404212952,-0.015284374356269836,0.00025906568043865263,0.03335252404212952,-0.015284374356269836,0.0,0.021694306284189224,-0.0184040330350399,2.228346586227417,0.030462895520031452,-0.11404847726225853,0.08327722549438477,0,,0,,0,,0,,0,,0,,0,,0,,0,
77940,0.033589739352464676,-0.011663047596812248,0.00018335763888899237,0.033589739352464676,-0.011663047596812248,0.0,-0.10225026309490204,0.042438071221113205,2.223986864089966,-0.09348167385905981,-0.05320637300610542,0.0789175033569336,0,,0,,0,,0,,0,,0,,0,,0,,0,
78040,0.031172625720500946,-0.02438984625041485,-8.042821718845516e-05,0.031172625720500946,-0.02438984625041485,-8.042821718845516e-05,0.37391623854637146,0.20642802119255066,2.24635910987854,0.3826848277822137,0.11078357696533203,0.10128974914550781,0,,0,,0,,0,,0,,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
78140,0.02828143537044525,-0.009113936685025692,0.0001679248089203611,0.02828143537044525,-0.009113936685025692,0.0,-0.32316863536834717,0.2721215486526489,2.2440433502197266,-0.31440004613250494,0.1764771044254303,0.09897398948669434,0,,0,,0,,0,,0,,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
78240,0.03040492534637451,-0.006099906284362078,0.00018851742788683623,0.03040492534637451,-0.006099906284362078,0.0,-0.28795504570007324,0.17446842789649963,2.2434866428375244,-0.279186456464231,0.078823983669281,0.09841728210449219,0,,0,,0,,0,,0,,0,,0,,0,,0,
78340,0.027627520263195038,-0.00872029922902584,0.00016097933985292912,0.027627520263195038,-0.00872029922902584,0.0,-0.0810304507613182,0.2867025136947632,2.227921724319458,-0.07226186152547598,0.19105806946754456,0.08285236358642578,0,,0,,0,,0,,0,,0,,0,,0,,0,
