timestamp,x,y,z,x_drift,y_drift,z_drift,roll,pitch,yaw,roll_drift,pitch_drift,yaw_drift,x_drift_exceeded,x_drift_trigger,y_drift_exceeded,y_drift_trigger,z_drift_exceeded,z_drift_trigger,pitch_exceeded,pitch_trigger,roll_exceeded,roll_trigger,yaw_exceeded,yaw_trigger
13330,0.016268722712993622,-0.05567603558301926,0.026915086433291435,0.016268722712993622,-0.05567603558301926,0.0,-0.4234202802181244,-0.8973631262779236,0.03363874554634094,0.0,0.0,0.0,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,0,,0,
13430,0.02011530101299286,-0.05677863582968712,0.02680535800755024,0.02011530101299286,-0.05677863582968712,0.0,-0.3683144450187683,-0.983959972858429,0.04106948897242546,0.05510583519935608,-0.08659684658050537,0.007430743426084518,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,0,,0,
13530,0.014661409892141819,-0.0496634766459465,0.026998324319720268,0.014661409892141819,-0.0496634766459465,0.0,-0.6204380989074707,-0.7384623885154724,0.023613570258021355,-0.1970178186893463,0.15890073776245117,-0.010025175288319588,0,,0,,0,,0,,0,,0,
13630,0.019894378259778023,-0.05512239784002304,0.026871979236602783,0.019894378259778023,-0.05512239784002304,0.0,-0.3372197449207306,-0.9671602845191956,0.030818019062280655,0.0862005352973938,-0.06979715824127197,-0.0028207264840602875,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,0,,0,
13730,0.02579648792743683,-0.057497818022966385,0.02571340650320053,0.02579648792743683,-0.057497818022966385,0.0,-0.25447919964790344,-1.0451126098632812,0.03403430059552193,0.16894108057022095,-0.14774948358535767,0.0003955550491809845,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,0,,0,
13830,0.024721933528780937,-0.06364971399307251,0.025999004021286964,0.024721933528780937,-0.06364971399307251,0.0,-0.0924844890832901,-0.8812529444694519,0.04476996511220932,0.3309357911348343,0.01611018180847168,0.011131219565868378,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
13930,0.02404271811246872,-0.07428587228059769,0.026344088837504387,0.02404271811246872,-0.07428587228059769,0.0,0.08136771619319916,-0.789940595626831,0.05474826693534851,0.5047879964113235,0.10742253065109253,0.02110952138900757,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
14030,0.02448427490890026,-0.08299969881772995,0.027357948943972588,0.02448427490890026,-0.08299969881772995,0.0,0.03037717379629612,-0.8003566861152649,0.05204794555902481,0.4537974540144205,0.09700644016265869,0.01840920001268387,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,1,Roll exceeded 0.3 radians! Stabilizing!,0,
14130,0.01572001911699772,-0.08228601515293121,0.028017474338412285,0.01572001911699772,-0.08228601515293121,0.0,-0.2897776663303375,-0.4159035384654999,0.09137743711471558,0.13364261388778687,0.4814595878124237,0.057738691568374634,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,0,,0,
14230,0.015044103376567364,-0.09022199362516403,0.028394272550940514,0.015044103376567364,-0.09022199362516403,0.0,-0.09824780374765396,-0.5560886859893799,0.07132619619369507,0.32517247647047043,0.3412744402885437,0.037687450647354126,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,1,Roll exceeded 0.3 radians! Stabilizing!,0,
14330,0.01492729689925909,-0.08133884519338608,0.028572628274559975,0.01492729689925909,-0.08133884519338608,0.0,-0.6004832983016968,-0.6648693680763245,0.08786100894212723,-0.1770630180835724,0.23249375820159912,0.054222263395786285,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,0,,0,
14430,0.015655260533094406,-0.07825855910778046,0.02734944224357605,0.015655260533094406,-0.07825855910778046,0.0,-0.6438759565353394,-0.7591524124145508,0.09005606919527054,-0.22045567631721497,0.1382107138633728,0.056417323648929596,0,,1,Y drift exceeded 5 cm! Correcting position!,0,,0,,0,,0,
