timestamp,x,y,z,x_drift,y_drift,z_drift,roll,pitch,yaw,roll_drift,pitch_drift,yaw_drift,x_drift_pos_exceeded,x_drift_pos_trigger,x_drift_neg_exceeded,x_drift_neg_trigger,y_drift_pos_exceeded,y_drift_pos_trigger,y_drift_neg_exceeded,y_drift_neg_trigger,z_drift_pos_exceeded,z_drift_pos_trigger,z_drift_neg_exceeded,z_drift_neg_trigger,pitch_exceeded,pitch_trigger,roll_exceeded,roll_trigger,yaw_exceeded,yaw_trigger
19205,0.2670897841453552,0.21876958012580872,-0.00023044098634272814,0.2670897841453552,0.21876958012580872,-0.00023044098634272814,-0.21760402619838715,-0.3354833126068115,-0.13457782566547394,0.0,0.0,0.0,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,0,,0,,0,
19305,0.2733950614929199,0.22451134026050568,0.00019349329522810876,0.2733950614929199,0.22451134026050568,0.0,-0.2589022219181061,-0.21267804503440857,-0.13739195466041565,-0.04129819571971893,0.12280526757240295,-0.0028141289949417114,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,0,,0,,0,
19405,0.2745762765407562,0.23155274987220764,0.00017039226077031344,0.2745762765407562,0.23155274987220764,0.0,-0.300578236579895,-0.02922823466360569,-0.14086325466632843,-0.08297421038150787,0.30625507794320583,-0.006285429000854492,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,0,,0,
19505,0.27902090549468994,0.2327519804239273,0.0005422686808742583,0.27902090549468994,0.2327519804239273,0.0,-0.10382367670536041,0.04641394317150116,-0.13100357353687286,0.11378034949302673,0.3818972557783127,0.0035742521286010742,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,0,,0,
19605,0.27770739793777466,0.2222452014684677,0.0004315307305660099,0.27770739793777466,0.2222452014684677,0.0,0.43338337540626526,0.2575383186340332,-0.1281258463859558,0.6509874016046524,0.5930216312408447,0.0064519792795181274,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,1,Roll exceeded 0.3 radians! Stabilizing!,0,
19705,0.28665781021118164,0.2164870947599411,0.0004312331147957593,0.28665781021118164,0.2164870947599411,0.0,0.48191219568252563,0.045585907995700836,-0.13749845325946808,0.6995162218809128,0.38106922060251236,-0.0029206275939941406,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,1,Roll exceeded 0.3 radians! Stabilizing!,0,
19805,0.29076680541038513,0.21044179797172546,0.0002321154170203954,0.29076680541038513,0.21044179797172546,0.0,0.5540039539337158,0.09344012290239334,-0.12956121563911438,0.771607980132103,0.42892343550920486,0.005016610026359558,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,1,Roll exceeded 0.3 radians! Stabilizing!,0,
19905,0.29130250215530396,0.2113015055656433,0.0003350061015225947,0.29130250215530396,0.2113015055656433,0.0,0.3798803687095642,0.23148758709430695,-0.1138966828584671,0.5974843949079514,0.5669708997011185,0.020681142807006836,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,1,Roll exceeded 0.3 radians! Stabilizing!,0,
20005,0.29361847043037415,0.21657955646514893,0.0003310749598313123,0.29361847043037415,0.21657955646514893,0.0,0.03633544594049454,0.19386515021324158,-0.10497782379388809,0.2539394721388817,0.5293484628200531,0.029600001871585846,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,0,,0,
20105,0.2969948947429657,0.22612227499485016,-0.0001853176363511011,0.2969948947429657,0.22612227499485016,-0.0001853176363511011,-0.3257943093776703,0.15624499320983887,-0.09252896904945374,-0.10819028317928314,0.4917283058166504,0.0420488566160202,1,X drift right (State Estimate) > 0.2m — correcting left!,0,,1,Y drift forward (State Estimate) > 0.2m — correcting back!,0,,0,,0,,1,Pitch exceeded 0.3 radians! Stabilizing!,0,,0,
