timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_pos_exceeded,multi_ranger_x_drift_pos_trigger,multi_ranger_x_drift_neg_exceeded,multi_ranger_x_drift_neg_trigger,multi_ranger_y_drift_pos_exceeded,multi_ranger_y_drift_pos_trigger,multi_ranger_y_drift_neg_exceeded,multi_ranger_y_drift_neg_trigger,multi_ranger_z_drift_pos_exceeded,multi_ranger_z_drift_pos_trigger,multi_ranger_z_drift_neg_exceeded,multi_ranger_z_drift_neg_trigger,right,front,up,progressing_2s,min_closure_2s,progressing_5s,min_closure_5s,reached_waypoint,trigger_15,trigger_16,trigger_17
44310,-0.05,0.16,0.14,-0.05,0.16,0.0,0,,0,,0,,0,,0,,0,,32.766,3.048,3.096,,,,,,,,
44410,-0.05,0.15,0.15,-0.05,0.15,0.0,0,,0,,0,,0,,0,,0,,32.766,3.06,3.091,,,,,,,,
44510,-0.05,0.16,0.16,-0.05,0.16,2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,2.827,3.048,3.082,,,,,,,,
44610,-0.05,0.17,0.17,-0.05,0.17,0.0,0,,0,,0,,0,,0,,0,,2.848,3.043,3.071,,,,,,,,
44710,-0.04,0.17,0.18,-0.04,0.17,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,2.852,3.042,3.061,,,,,,,,
44910,-0.03,0.16,0.24,-0.03,0.16,0.0,0,,0,,0,,0,,0,,0,,2.84,3.047,3.003,,,,,,,,
45010,-0.03,0.15,0.26,-0.03,0.15,0.0,0,,0,,0,,0,,0,,0,,32.766,3.059,2.982,,,,,,,,
45110,-0.03,0.16,0.3,-0.03,0.16,0.0,0,,0,,0,,0,,0,,0,,32.766,3.054,2.943,,,,,,,,
45210,-0.03,0.14,0.32,-0.03,0.14,5.551115123125783e-17,0,,0,,0,,0,,0,,0,,2.873,3.073,2.916,,,,,,,,
45310,-0.02,0.14,0.36,-0.02,0.14,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,2.855,3.066,2.884,,,,,,,,
45410,-0.02,0.13,0.38,-0.02,0.13,0.0,0,,0,,0,,0,,0,,0,,2.856,3.075,2.86,,,,,,,,
45510,-0.02,0.14,0.42,-0.02,0.14,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,2.851,3.066,2.822,,,,,,,,
45610,-0.02,0.13,0.45,-0.02,0.13,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,2.86,3.077,2.789,,,,,,,,
45710,-0.02,0.13,0.47,-0.02,0.13,0.0,0,,0,,0,,0,,0,,0,,2.868,3.078,2.77,,,,,,,,
45810,-0.02,0.15,0.5,-0.02,0.15,0.0,0,,0,,0,,0,,0,,0,,2.865,3.064,2.739,,,,,,,,
45910,-0.02,0.13,0.53,-0.02,0.13,0.0,0,,0,,0,,0,,0,,0,,2.88,3.08,2.711,,,,,,,,
46010,-0.03,0.13,0.57,-0.03,0.13,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.877,3.076,2.675,,,,,,,,
46110,-0.04,0.13,0.58,-0.04,0.13,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.887,3.082,2.662,,,,,,,,
46210,-0.05,0.14,0.61,-0.05,0.14,0.0,0,,0,,0,,0,,0,,0,,2.894,3.071,2.628,,,,,,,,
46310,-0.05,0.13,0.64,-0.05,0.13,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.906,3.078,2.604,,,,,,,,
46410,-0.06,0.14,0.66,-0.06,0.14,0.0,0,,0,,0,,0,,0,,0,,2.918,3.073,2.58,,,,,,,,
46510,-0.05,0.13,0.7,-0.05,0.13,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.923,3.076,2.543,,,,,,,,
46610,-0.05,0.13,0.71,-0.05,0.13,0.0,0,,0,,0,,0,,0,,0,,2.93,3.079,2.532,,,,,,,,
46710,-0.06,0.13,0.73,-0.06,0.13,0.0,0,,0,,0,,0,,0,,0,,2.924,3.079,2.511,,,,,,,,
46810,-0.06,0.14,0.75,-0.06,0.14,0.0,0,,0,,0,,0,,0,,0,,2.927,3.071,2.486,,,,,,,,
46910,-0.06,0.14,0.78,-0.06,0.14,0.0,0,,0,,0,,0,,0,,0,,2.928,3.073,2.464,,,,,,,,
47010,-0.06,0.13,0.79,-0.06,0.13,0.0,0,,0,,0,,0,,0,,0,,2.911,3.075,2.451,,,,,,,,
47110,-0.06,0.14,0.82,-0.06,0.14,0.0,0,,0,,0,,0,,0,,0,,2.932,3.068,2.418,,,,,,,,
47210,-0.06,0.15,0.83,-0.06,0.15,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.924,3.064,2.406,,,,,,,,
47310,-0.06,0.13,0.87,-0.06,0.13,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.923,3.076,2.374,,,,,,,,
47410,-0.06,0.15,0.89,-0.06,0.15,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.919,3.064,2.354,,,,,,,,
47510,-0.05,0.15,0.92,-0.05,0.15,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.914,3.06,2.325,,,,,,,,
47610,-0.05,0.15,0.94,-0.05,0.15,0.0,0,,0,,0,,0,,0,,0,,2.908,3.065,2.305,,,,,,,,
47710,-0.04,0.13,0.96,-0.04,0.13,0.0,0,,0,,0,,0,,0,,0,,2.901,3.075,2.281,,,,,,,,
47810,-0.04,0.15,0.98,-0.04,0.15,0.0,0,,0,,0,,0,,0,,0,,2.887,3.06,2.264,,,,,,,,
47910,-0.04,0.14,1.0,-0.04,0.14,0.0,0,,0,,0,,0,,0,,0,,2.897,3.068,2.24,,,,,,,,
48010,-0.04,0.14,1.02,-0.04,0.14,0.0,0,,0,,0,,0,,0,,0,,2.889,3.069,2.218,,,,,,,,
48110,-0.03,0.14,1.04,-0.03,0.14,0.0,0,,0,,0,,0,,0,,0,,2.866,3.067,2.197,,,,,,,,
48210,-0.04,0.14,1.07,-0.04,0.14,0.0,0,,0,,0,,0,,0,,0,,2.885,3.067,2.166,,,,,,,,
48310,-0.03,0.14,1.09,-0.03,0.14,-2.220446049250313e-16,0,,0,,0,,0,,0,,0,,2.884,3.069,2.15,,,,,,,,
48410,-0.03,0.14,1.12,-0.03,0.14,0.0,0,,0,,0,,0,,0,,0,,2.889,3.067,2.123,,,,,,,,
48510,-0.03,0.15,1.14,-0.03,0.15,-2.220446049250313e-16,0,,0,,0,,0,,0,,0,,2.88,3.061,2.098,,,,,,,,
48610,-0.03,0.15,1.16,-0.03,0.15,2.220446049250313e-16,0,,0,,0,,0,,0,,0,,2.884,3.055,2.079,,,,,,,,
48710,-0.03,0.15,1.18,-0.03,0.15,0.0,0,,0,,0,,0,,0,,0,,2.881,3.057,2.059,,,,,,,,
48810,-0.03,0.16,1.2,-0.03,0.16,0.0,0,,0,,0,,0,,0,,0,,2.882,3.051,2.037,,,,,,,,
48910,-0.03,0.17,1.22,-0.03,0.17,0.0,0,,0,,0,,0,,0,,0,,2.88,3.043,2.019,,,,,,,,
49010,-0.02,0.15,1.24,-0.02,0.15,0.0,0,,0,,0,,0,,0,,0,,2.88,3.062,2.003,,,,,,,,
49110,-0.02,0.16,1.26,-0.02,0.16,-2.220446049250313e-16,0,,0,,0,,0,,0,,0,,2.879,3.053,1.985,,,,,,,,
49210,-0.01,0.16,1.27,-0.01,0.16,0.0,0,,0,,0,,0,,0,,0,,2.859,3.049,1.966,,,,,,,,
49310,-0.01,0.16,1.29,-0.01,0.16,0.0,0,,0,,0,,0,,0,,0,,2.853,3.046,1.953,,,,,,,,
49410,0.0,0.17,1.31,0.0,0.17,0.0,0,,0,,0,,0,,0,,0,,2.851,3.043,1.929,,,,,,,,
49510,-0.0,0.17,1.33,-0.0,0.0,-0.16999999999999993,0,,0,,0,,0,,0,,0,,2.83,3.043,1.911,,,,,,,,
49610,0.0,0.18,1.35,0.0,0.0,-0.1499999999999999,0,,0,,0,,0,,0,,0,,2.828,3.03,1.892,,,,,,,,
49710,0.0,0.17,1.38,0.0,0.0,-0.1200000000000001,0,,0,,0,,0,,0,,0,,2.841,3.036,1.861,,,,,,,,
49910,0.01,0.18,1.42,0.01,0.0,-0.08000000000000007,0,,0,,0,,0,,0,,0,,2.838,3.028,1.82,,,,,,,,
50010,0.01,0.2,1.44,0.01,2.7755575615628914e-17,-0.06000000000000005,0,,0,,0,,0,,0,,0,,2.841,3.012,1.796,,,,,,,,
50110,0.01,0.19,1.46,0.01,2.7755575615628914e-17,-0.040000000000000036,0,,0,,0,,0,,0,,0,,2.847,3.022,1.779,,,,,,,,
50210,0.01,0.2,1.48,0.01,2.7755575615628914e-17,-0.020000000000000018,0,,0,,0,,0,,0,,0,,2.83,3.013,1.757,,,,,,,,
50310,0.02,0.2,1.5,0.02,2.7755575615628914e-17,0.0,0,,0,,0,,0,,0,,0,,2.846,3.012,1.74,,,,,,,,
50410,0.02,0.19,1.52,0.02,2.7755575615628914e-17,0.020000000000000018,0,,0,,0,,0,,0,,0,,2.824,3.02,1.723,,,,,,,,
50510,0.02,0.19,1.54,0.02,2.7755575615628914e-17,0.040000000000000036,0,,0,,0,,0,,0,,0,,2.824,3.018,1.699,,,,,,,,
50610,0.03,0.2,1.56,0.03,2.7755575615628914e-17,0.06000000000000005,0,,0,,0,,0,,0,,0,,2.802,3.006,1.683,,,,,,,,
50710,0.03,0.21,1.58,0.03,-2.7755575615628914e-17,0.08000000000000007,0,,0,,0,,0,,0,,0,,2.809,3.002,1.657,,,,,,,,
50810,0.03,0.21,1.6,0.03,-2.7755575615628914e-17,0.10000000000000009,0,,0,,0,,0,,0,,0,,2.805,3.002,1.636,,,,,,,,
50910,0.04,0.21,1.63,0.04,-2.7755575615628914e-17,0.1299999999999999,0,,0,,0,,0,,0,,0,,2.81,3.002,1.615,,,,,,,,
51010,0.04,0.21,1.65,0.04,-2.7755575615628914e-17,0.1499999999999999,0,,0,,0,,0,,0,,0,,2.812,3.003,1.595,,,,,,,,
51110,0.04,0.21,1.66,0.04,-2.7755575615628914e-17,0.15999999999999992,0,,0,,0,,0,,0,,0,,2.818,2.996,1.579,,,,,,,,
51210,0.04,0.21,1.67,0.04,-2.7755575615628914e-17,0.16999999999999993,0,,0,,0,,0,,0,,0,,2.81,3.002,1.571,,,,,,,,
51310,0.04,0.19,1.68,0.04,2.7755575615628914e-17,0.17999999999999994,0,,0,,0,,0,,0,,0,,2.812,3.015,1.562,,,,,,,,
51410,0.04,0.21,1.68,0.04,-2.7755575615628914e-17,0.17999999999999994,0,,0,,0,,0,,0,,0,,2.807,2.996,1.559,,,,,,,,
51510,0.04,0.2,1.68,0.04,2.7755575615628914e-17,0.17999999999999994,0,,0,,0,,0,,0,,0,,2.817,3.007,1.562,,,,,,,,
