lat,lon,intruder_id,intruder_lat,intruder_lon,time
94.83248327497382,82.1663725876042,29,51.8738845952646,88.27198717728247,0
24.54917009447571,91.31820898163961,80,81.68124136346296,97.00103423529683,1
30.99763746785636,27.278704728401532,52,57.955842506606054,20.35448374715499,2
47.031162795304255,32.46661234664697,14,10.383736593603635,64.57450545989369,3
6.496608162025909,66.77567684637792,5,43.52886612931815,63.88797376157018,4
87.69754821713943,47.84300313773426,28,65.40486232232374,79.79561166908343,5
73.82973810162183,6.128201407758984,44,58.11547344919134,3.0883704923757813,6
64.96837648792261,58.28827566658176,67,3.2461863894098784,37.115549941125145,7
2.7866914256115436,26.74082109633665,6,23.67470530354406,57.64200887892536,8
38.65313488123753,55.009394112980644,36,67.2026390784342,11.026144490764247,9
2.0358331965878,17.516603192291875,49,43.514201853494384,24.193115565517914,10
27.124963181304537,12.617110182337491,89,75.29325206283801,12.05266413307007,11
12.757077720222725,13.720826315307226,44,38.11675153850843,50.87492375847095,12
55.89494639715291,67.95790886340347,81,14.15586670559084,80.8818537042716,13
99.3992474782814,7.56771437040016,42,24.856802210819392,29.412389240630397,14
99.28105137264716,23.55333672153844,51,10.67859937967968,97.67348859859678,15
18.45914645493483,91.88854608503506,42,22.59722738926396,61.7151594089768,16
56.3077072570864,75.573724237159,9,32.73803279449493,87.79459639281056,17
37.902339141450035,77.7919755419146,72,15.918604449407052,72.12202524290672,18
33.018372477703814,58.65385588125591,25,52.17767016853846,83.74366476525432,19
11.00502702576445,34.75263007364854,75,65.50812438003241,56.4356976671608,20
34.931642546453965,39.50349368287459,30,20.48323723186912,92.27402555743512,21
0.5318486950806501,79.94406197202828,23,18.71022511814207,57.82464376968219,22
16.607169088611776,7.358299396963887,87,16.489594216863228,80.71294109484614,23
77.57507571091358,8.20791283405802,30,21.576063296300646,20.576644164606677,24
39.93271938068269,91.02008542750424,9,60.694311934174955,27.324606695861526,25
42.85521345992377,98.23747954005688,49,29.86450438518434,50.38300371602839,26
82.8933302959348,16.45369492426694,20,86.5063071207096,49.711922039225065,27
25.48458699666428,33.666256461365705,0,77.26290445132253,79.51959135391749,28
12.780800039108401,46.80920970118277,40,48.239813988784114,19.88675709723296,29
81.59780213840311,21.04128406796753,61,90.74454083393861,48.36919709709408,30
74.97500597576303,70.1282803397161,56,26.502471521927514,2.3914464776549025,31
62.77546379505163,57.77380774749194,46,41.71503670156868,80.75091224974038,32
18.188541805356746,23.758909537800093,43,34.05029990069058,80.00773345793388,33
77.91052595775221,42.24495157449747,100,88.90610361952511,62.41265638543365,34
74.32741483583314,27.717966467468678,19,2.8516328098504804,64.73249908464868,35
2.791054264510718,6.316353948701227,85,37.067445319481216,74.71338762386435,36
83.53403936076644,0.5666349859816401,38,9.045802635025904,91.61622353728019,37
57.09300811870909,12.224138072852812,79,50.09757464862038,59.21804957267781,38
10.502313455395587,65.0705721471726,88,48.812296799069166,14.81948256288728,39
68.50758571673781,57.944672323546,29,31.71405399488042,68.81084277092471,40
50.44373805400912,22.52434679403424,83,86.09565165074615,46.62986359356166,41
14.49623808160703,96.00363760637667,31,39.404736827597944,25.778305030392076,42
13.57372716250656,63.320019076013494,75,4.597024809542339,11.647093898397157,43
13.443333556910169,60.486156683338585,38,58.834149737594416,24.149747257169636,44
26.42516897632475,62.409500472803906,36,97.69803581610655,0.7232092666892289,45
26.179258688350767,72.81473973924727,69,56.77885604399452,40.21288290140369,46
68.92766431237231,31.756939669796612,38,25.46093802648158,35.702543333877244,47
74.71301583335632,56.456698308785164,80,39.56328132325505,86.95678045786764,48
66.9053061802189,87.73571332947226,45,27.93230028795238,37.21606174807076,49
39.33592699942078,11.778195462144028,23,28.044025399936896,29.422119117625297,50
46.632881539910734,17.468838433040194,29,68.75936102285658,66.02629521948431,51
65.24773434571541,96.00485754942537,11,27.35810594168991,72.97295048708135,52
30.576227701085376,98.62800198547644,5,53.89678004883253,28.280365558719055,53
36.062236236124974,4.644137274283589,58,88.49950777032944,93.90208556899518,54
97.11037706215474,3.1931541853923893,3,48.00717373639948,95.49158648523802,55
97.07373930786088,88.22159698030661,70,93.11636928387169,96.27464770605681,56
65.90405485860168,87.76194941094474,100,26.0007826507446,89.18189433616426,57
87.68520487179083,32.79824250542183,80,9.188316865516867,27.086612604956404,58
62.0289968648962,57.79398980542806,89,49.662268534526504,25.810811696459943,59
94.43871935676805,35.94929325955757,10,25.724852727278144,75.72062934391595,60
42.14101024224771,85.99352189588473,20,55.529258198260436,17.664827610432138,61
69.68726489394278,74.52471240880163,80,63.52931377115216,51.978830933637724,62
70.78887888858168,92.08618503800861,100,88.60158531174997,63.82691716805548,63
7.484719051157331,4.202115593967549,96,10.246669928028254,56.9825655337177,64
84.78050856561268,17.753419753298832,63,47.77849016487382,71.68663341287441,65
34.41572603164277,47.595953202852115,95,7.1202251395145595,59.41365781095113,66
81.87149563950216,23.063457657997382,75,5.1886982124084176,43.818496576113134,67
69.63255509312872,68.27332122702958,69,12.630578000549013,95.03908477802635,68
13.369327416726765,89.45562135692704,19,79.1999865239847,98.34255484355191,69
77.61594966786156,77.10710068299194,92,78.19425082113088,82.84560637665346,70
17.578424414712185,95.76524502203415,47,82.0886889100746,74.52082580182986,71
21.646910092540256,41.05848819801988,86,61.79600225169026,44.554449715659906,72
16.25919048216831,17.373872080890678,17,63.61633124652626,42.67787387435781,73
93.34836780529102,28.255876853689873,76,97.60729212694699,8.995323078089326,74
83.43841097649316,13.008816024279417,84,9.635947808413329,72.48174461158938,75
56.5825558147319,80.10913881280177,71,8.674428082892918,46.21498739911182,76
58.2046220134355,88.21751379129306,31,87.7737257154972,7.336275981110975,77
7.337850316329233,50.29939765364554,7,87.22140107210149,53.91986365629768,78
21.941386452603712,28.632355297930186,88,10.053217386099082,90.01164835553628,79
48.53904895651059,3.6920819339279607,88,51.60305868411791,47.07111088373627,80
75.56795581087314,52.508029206826684,37,57.96325710454812,92.08874877960034,81
67.21663676038074,60.943422287263274,9,12.308449301176097,97.5574624928851,82
93.0747540311557,15.497546169665792,59,91.42164575692618,62.20677789528785,83
95.68727958394143,87.81352311894358,67,40.97557909342839,85.0469979418665,84
60.50801516355344,21.363740496899204,26,24.629029681462328,95.18260122312306,85
24.225829043998154,8.609739916778894,36,58.90977272985211,18.999851016117415,86
77.35806094583178,34.86322751618077,31,75.77973362652375,16.883519209859514,87
