a,b,time
37.70095486553923,-3.3472996473510257,0
40.09033609872565,-10.300142989105408,31.17
27.250637738116403,-17.633137506092012,40.36
49.796921547806136,30.363882533528233,43.22
27.975785512169175,28.61156048437111,48.28
9.139462598495527,1.9525688945609936,54.96
-10.843624299918343,4.130500104659525,64.96
43.36274117455703,17.460892999770614,72.87
-2.892048024792711,12.813767560903074,82.41
#,21.512442023763505,97.52
-5.831757088815182,37.334984064646264,114.60
41.422736837130174,4.572034408587616,129.02
8.589701774074246,9.590831137280304,140.77
11.929789096531778,0.16652935575714878,160.53
30.554319238751894,-13.514596842647782,177.52
-13.137749485225525,3.9214956468646527,182.59
35.937294628129386,#,197.64
-2.9578649061101245,31.523629859753,207.46
15.616327565058903,-15.660875408620722,221.96
-8.195433657674737,14.01144349514756,231.40
#,-15.442436319329437,251.07
2.3987950295032974,#,259.80
-1.147801822883288,#,274.34
#,46.52280211314465,278.12
0.7807129128659582,5.767252991148251,294.93
19.719674284988784,35.68646355529065,306.96
#,#,326.46
32.56034085334294,#,332.90
7.485299685976578,20.20190426988099,344.31
8.93099253181904,17.812598189204493,361.93
24.825287984971894,19.746393088706938,379.56
-10.706666196850747,-0.23915811699890455,384.88
36.09100667766107,3.7153211481645414,403.16
22.769767615251148,4.215728306868332,406.17
31.110904395001583,-13.34313579454323,421.22
14.248265763961982,39.85788475510722,437.35
-9.031042776358953,-4.124453642937295,456.95
15.249086272598433,24.725805466293068,470.30
36.20408875695921,-16.774610133034663,485.38
-16.919248573862372,-19.07978565378699,492.61
31.832388734855932,-1.4875687494142582,507.80
14.178440490006004,40.78131497599159,522.79
45.689267005412034,26.67742984525227,526.26
#,25.232752773340074,544.80
#,#,554.33
48.47279295847943,-2.0511198559643553,567.78
7.642739357015813,-5.486454877679622,579.23
34.93911702686912,#,590.08
31.54581621432495,46.39648138207744,596.68
#,21.604452984763476,597.36
4.908052458650868,10.257526155925085,610.21
48.969612786460985,35.19803083721022,627.80
28.61158309074691,6.799662163119724,640.38
#,34.78191124128925,648.61
32.11771038545979,17.316632213621155,666.79
10.573022299473795,24.678438113544125,674.92
34.64195027788193,44.622619137508025,693.90
-13.834951411168356,17.651590950973066,695.75
29.81285252294382,#,698.15
7.8537082391019375,22.358142928640255,705.88
-0.032920538028527346,2.351166932401103,719.53
-2.15366167776671,0.12627439089085613,730.41
-0.750859315974008,30.144559301434775,748.37
22.534145443634834,-4.117816745850417,753.69
-15.392007224068069,10.37906218188352,769.60
41.06745875555871,-16.04946301401307,780.85
-14.156359276487741,6.553437516776416,792.05
26.692399957056693,25.449895061346844,795.26
-4.851516430312543,29.82384984775701,809.89
33.552430998634975,2.8733258631994474,810.28
#,45.423532049431174,821.36
-0.3306766547391007,-11.858177848736837,828.54
47.162904718936076,4.427937648584983,829.65
31.37906146925223,-5.140141953820049,845.81
#,24.525944234888676,862.90
18.494765890736595,#,865.91
39.767846459717944,#,868.18
9.020025133248385,#,876.22
20.83470399368506,#,885.62
20.761297018092407,39.480681338006015,893.12
33.32639518521579,#,912.80
-12.660238416400542,14.449531831690003,915.42
28.617429344878474,#,918.80
35.05776259723052,4.7732638780578185,923.92
48.01663301557086,42.45924164514284,934.47
37.69708018243204,-12.349913192727541,949.90
#,31.591177228857177,966.25
37.27427680059607,23.134836623936437,972.14
8.259662867809293,-2.633529247830758,974.20
28.70501077974214,-18.83957015107239,975.74
47.93257843223631,35.76533338755739,995.31
#,-7.031206289172442,995.73
#,2.393526439449573,1005.00
27.46194537960784,36.36621145929431,1022.60
-15.035646137969358,-10.511433930438077,1042.31
26.860604966147605,33.98396370867068,1043.95
15.429854427005573,#,1058.53
28.46091504509355,0.3854959413913761,1077.01
#,47.52393442623858,1096.22
36.02757213279608,24.609815955314147,1111.38
13.957971347895544,40.301252120614144,1118.99
4.449097616740001,7.667168642093955,1132.73
-0.3642484026641384,11.483370520157226,1138.59
-15.363240584453106,28.490923228348287,1152.32
-8.77511024600355,31.953183877264415,1156.68
27.73607596245168,-8.892550165670787,1173.44
-8.44725835800335,41.02711088276524,1185.91
4.355457327766473,-12.424479319526776,1195.89
-17.926999058673655,46.024001957486206,1207.22
0.31017495277084706,42.336606881926315,1222.53
49.307009929247556,-5.836286725655244,1234.82
25.289886386793178,44.03229802303589,1236.91
17.56232438258825,-4.206251417906984,1242.47
21.764645601770667,13.589758644408597,1258.55
5.430111483351439,-7.336341577537484,1259.98
-9.55485776922741,14.285750335052576,1261.30
19.146970197392726,34.886007991674376,1271.97
25.03682034264024,21.914791367079644,1274.15
4.678143086933517,33.73507897503188,1286.42
-10.128196839128233,37.89493936939732,1300.97
34.73334193522264,31.296672909645743,1311.72
-2.8947138267863153,-9.200203101180284,1330.00
19.33087942534415,7.783010965097876,1332.75
#,20.93401267943227,1347.43
-17.598840268308557,27.283856174158267,1353.99
#,1.0389347313059787,1358.87
#,39.267532172863376,1375.30
28.65217194418308,11.5475572971119,1378.62
21.44106798643677,17.942348915276675,1397.49
30.552529298030166,-10.801028619758558,1397.75
42.83119383494197,-5.275694451191402,1414.17
14.651991916137383,27.581987853147858,1430.97
-14.174958776787031,40.43861342512837,1438.64
-12.162150409391003,-2.1869682288908905,1457.37
#,4.993085877721175,1468.60
20.402172840686788,41.88859705302383,1473.95
#,22.418661429542865,1477.17
44.01849254341444,36.571426957051266,1482.50
46.376774450296935,15.970295238744768,1495.02
-8.266954217351953,-19.63778820441856,1510.51
2.892058903658249,3.5291100065751593,1519.66
19.6815185985597,44.512860697106746,1528.64
38.916492722669865,-14.431608455079164,1545.21
9.646178386188186,28.044642814120728,1556.75
-7.591279099384819,21.927962856234522,1565.78
26.624891445399825,6.412379911542306,1574.54
34.43984921444992,37.732868370268,1586.80
-12.428180959775112,#,1594.26
36.640413293665404,14.306961621207726,1608.32
-8.82264576460043,-17.647839199329596,1609.94
38.43416085540754,-4.772829818432028,1618.73
34.75819858142803,36.993747649669686,1623.82
7.459451547139945,7.875646888160144,1643.51
-15.593563394633879,33.36870929915797,1645.74
37.34171560931625,-12.100105003620993,1646.20
#,31.183264180171946,1656.19
-10.057884324597339,20.332377151598237,1656.60
13.686664033968896,2.9281122203015286,1672.20
6.818321006884332,20.04592473537984,1689.97
9.446818038894321,-4.167210357295414,1697.31
30.563134215720886,-3.55412427564724,1698.49
28.69533244307005,6.292344092078871,1705.04
-5.238944561753065,-9.987091223044636,1708.53
-13.881771547387721,#,1725.37
-19.939001797113605,27.20624824522151,1737.77
27.86104267357694,-6.686828094690929,1740.79
6.527855345089851,-2.191328552876058,1755.63
35.18166928407473,#,1768.27
32.40124493951849,-13.203715214845321,1770.74
26.647209511137746,-10.104980717839998,1781.14
-19.304058387913024,42.111164879557165,1783.99
10.643242977811045,49.444581143759294,1802.81
-3.037039476449756,28.947977984575644,1821.82
25.52308129265745,40.73027308386964,1831.57
16.35608300150485,-17.17531195338577,1848.46
34.55929940117714,16.416055123070535,1854.77
46.30307972874182,25.509230939331843,1857.45
44.539932993357326,-19.85651499075893,1857.67
49.821200115157865,3.1235401141671417,1873.13
39.215127013751705,10.596443004202062,1882.49
12.025354393627211,7.260946424859089,1891.62
42.16748826801089,9.088508570054444,1893.78
9.509973409471947,-18.457814746247358,1909.20
-2.70460512786811,36.77738204714342,1920.89
-3.6261600366592077,#,1931.35
33.10591027353686,29.385302034838027,1935.05
17.498221732625645,41.30442235773363,1938.95
28.522211118537086,-7.223086754568197,1955.74
-0.3089803172533081,-5.064001667316603,1973.04
45.70702768261229,#,1978.51
45.11268034153933,-6.071923833742185,1979.79
#,#,1980.24
14.705664373393653,17.650759474743126,1998.67
12.6716056455722,24.270701920255817,2008.90
31.627381777820965,9.641211691090984,2010.25
-10.321763413135315,49.05803212129564,2029.37
1.6944179517346392,24.052415199157828,2036.85
44.77734527929647,-13.476666365512418,2040.84
1.307707365768291,#,2053.62
-8.413612452042136,-6.165712651074584,2069.58
