timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_exceeded,multi_ranger_x_drift_trigger,multi_ranger_y_drift_exceeded,multi_ranger_y_drift_trigger,multi_ranger_z_drift_exceeded,multi_ranger_z_drift_trigger
44498,-0.12,0.09,0.23,-0.12,0.09,-2.7755575615628914e-17,1,,1,,0,
44598,-0.12,0.08,0.24,-0.12,0.08,0.0,1,,1,,0,
44998,-0.12,0.06,0.35,-0.12,0.06,5.551115123125783e-17,1,,1,,0,
45098,-0.11,0.07,0.38,-0.11,0.07,0.0,1,,1,,0,
45198,-0.11,0.06,0.41,-0.11,0.06,0.0,1,,1,,0,
45298,-0.11,0.06,0.44,-0.11,0.06,0.0,1,,1,,0,
45398,-0.1,0.05,0.46,-0.1,0.05,-5.551115123125783e-17,1,,0,,0,
45498,-0.11,0.04,0.49,-0.11,0.04,0.0,1,,0,,0,
45598,-0.11,0.04,0.52,-0.11,0.04,0.0,1,,0,,0,
45698,-0.1,0.04,0.55,-0.1,0.04,0.0,1,,0,,0,
45798,-0.09,0.02,0.58,-0.09,0.02,1.1102230246251565e-16,1,,0,,0,
45898,-0.09,0.04,0.61,-0.09,0.04,0.0,1,,0,,0,
45998,-0.08,0.03,0.62,-0.08,0.03,0.0,1,,0,,0,
46098,-0.08,0.01,0.66,-0.08,0.01,0.0,1,,0,,0,
46298,-0.07,0.02,0.71,-0.07,0.02,0.0,1,,0,,0,
46498,-0.06,0.02,0.76,-0.06,0.02,0.0,1,,0,,0,
46598,-0.06,0.0,0.78,-0.06,0.0,0.0,1,,0,,0,
46898,-0.05,-0.01,0.85,-0.05,-0.01,0.0,0,,0,,0,
46998,-0.05,-0.02,0.86,-0.05,-0.02,-1.1102230246251565e-16,0,,0,,0,
47098,-0.05,-0.02,0.89,-0.05,-0.02,1.1102230246251565e-16,0,,0,,0,
47398,-0.04,-0.03,0.95,-0.04,-0.03,0.0,0,,0,,0,
47498,-0.03,-0.03,0.98,-0.03,-0.03,0.0,0,,0,,0,
47798,-0.03,-0.04,1.04,-0.03,-0.04,0.0,0,,0,,0,
47898,-0.03,-0.03,1.06,-0.03,-0.03,0.0,0,,0,,0,
48298,-0.04,-0.05,1.15,-0.04,-0.05,0.0,0,,0,,0,
48398,-0.03,-0.06,1.17,-0.03,-0.06,0.0,0,,1,,0,
48698,-0.02,-0.06,1.24,-0.02,-0.06,0.0,0,,1,,0,
48998,-0.02,-0.06,1.31,-0.02,-0.06,0.0,0,,1,,0,
49598,-0.02,-0.09,1.43,-0.02,-0.09,-2.220446049250313e-16,0,,1,,0,
49898,0.0,-0.08,1.48,0.0,-0.08,0.0,0,,1,,0,
50698,0.03,-0.11,1.65,0.03,-0.11,0.1499999999999999,0,,1,,1,
51798,0.0,-0.12,1.65,0.0,-0.12,0.1499999999999999,0,,1,,1,
51898,0.01,-0.12,1.64,0.01,-0.12,0.1399999999999999,0,,1,,1,
52898,0.02,-0.13,1.64,0.02,-0.13,0.1399999999999999,0,,1,,1,
53698,0.01,-0.05,1.62,0.01,-0.05,0.1200000000000001,0,,0,,1,
53798,0.01,-0.03,1.61,0.01,-0.03,0.1100000000000001,0,,0,,1,
53898,0.01,0.0,1.61,0.01,0.0,0.1100000000000001,0,,0,,1,
53998,0.01,0.03,1.61,0.01,3.469446951953614e-18,0.1100000000000001,0,,0,,1,
54098,0.01,0.05,1.61,0.01,6.938893903907228e-18,0.1100000000000001,0,,0,,1,
