timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_exceeded,multi_ranger_x_drift_trigger,multi_ranger_y_drift_exceeded,multi_ranger_y_drift_trigger,multi_ranger_z_drift_exceeded,multi_ranger_z_drift_trigger
28778,0.24499999999999966,-0.3490000000000002,0.32699999999999996,0.24499999999999966,-0.3490000000000002,0.0,1,,1,,0,
28878,0.238,-0.3580000000000001,0.351,0.238,-0.3580000000000001,0.0,1,,1,,0,
28978,0.23699999999999966,-0.359,0.3819999999999997,0.23699999999999966,-0.359,0.0,1,,1,,0,
29078,0.22799999999999976,-0.363,0.4179999999999997,0.22799999999999976,-0.363,0.0,1,,1,,0,
29178,0.22699999999999987,-0.3660000000000001,0.44300000000000006,0.22699999999999987,-0.3660000000000001,0.0,1,,1,,0,
29278,0.22599999999999998,-0.3530000000000002,0.496,0.22599999999999998,-0.3530000000000002,0.0,1,,1,,0,
29378,0.23099999999999987,-0.3540000000000001,0.5229999999999997,0.23099999999999987,-0.3540000000000001,0.0,1,,1,,0,
29478,0.21499999999999986,-0.3570000000000002,0.5609999999999999,0.21499999999999986,-0.3570000000000002,0.0,1,,1,,0,
29578,0.21699999999999964,-0.3490000000000002,0.5829999999999997,0.21699999999999964,-0.3490000000000002,0.0,1,,1,,0,
29678,0.22599999999999998,-0.3480000000000003,0.6159999999999997,0.22599999999999998,-0.3480000000000003,0.0,1,,1,,0,
29778,0.22899999999999965,-0.3500000000000001,0.6229999999999998,0.22899999999999965,-0.3500000000000001,0.0,1,,1,,0,
29878,0.23599999999999977,-0.3490000000000002,0.6479999999999997,0.23599999999999977,-0.3490000000000002,0.0,1,,1,,0,
29978,0.24099999999999966,-0.34299999999999997,0.6829999999999998,0.24099999999999966,-0.34299999999999997,0.0,1,,1,,0,
30078,0.25299999999999967,-0.3280000000000003,0.706,0.25299999999999967,-0.3280000000000003,0.0,1,,1,,0,
30178,0.2569999999999997,-0.3340000000000001,0.7399999999999998,0.2569999999999997,-0.3340000000000001,0.0,1,,1,,0,
30278,0.2649999999999997,-0.32600000000000007,0.7599999999999998,0.2649999999999997,-0.32600000000000007,0.0,1,,1,,0,
30378,0.278,-0.33000000000000007,0.7799999999999998,0.278,-0.33000000000000007,0.0,1,,1,,0,
30478,0.2879999999999998,-0.31700000000000017,0.8009999999999997,0.2879999999999998,-0.31700000000000017,0.0,1,,1,,0,
30578,0.2959999999999998,-0.3240000000000003,0.8300000000000001,0.2959999999999998,-0.3240000000000003,0.0,1,,1,,0,
30678,0.3099999999999996,-0.31700000000000017,0.8449999999999998,0.3099999999999996,-0.31700000000000017,0.0,1,,1,,0,
30778,0.3259999999999996,-0.31300000000000017,0.8580000000000001,0.3259999999999996,-0.31300000000000017,0.0,1,,1,,0,
30878,0.33199999999999985,-0.3150000000000004,0.8879999999999999,0.33199999999999985,-0.3150000000000004,0.0,1,,1,,0,
30978,0.33099999999999996,-0.31400000000000006,0.9089999999999998,0.33099999999999996,-0.31400000000000006,0.0,1,,1,,0,
31078,0.33099999999999996,-0.30100000000000016,0.9289999999999998,0.33099999999999996,-0.30100000000000016,0.0,1,,1,,0,
31178,0.33399999999999963,-0.30100000000000016,0.948,0.33399999999999963,-0.30100000000000016,0.0,1,,1,,0,
31278,0.33499999999999996,-0.30000000000000027,0.9699999999999998,0.33499999999999996,-0.30000000000000027,0.0,1,,1,,0,
31378,0.34099999999999975,-0.29400000000000004,0.9849999999999999,0.34099999999999975,-0.29400000000000004,0.0,1,,1,,0,
31478,0.34299999999999997,-0.30400000000000027,1.017,0.34299999999999997,-0.30400000000000027,0.0,1,,1,,0,
31578,0.35399999999999965,-0.29600000000000026,1.0259999999999998,0.35399999999999965,-0.29600000000000026,0.0,1,,1,,0,
31678,0.34899999999999975,-0.28400000000000025,1.0539999999999998,0.34899999999999975,-0.28400000000000025,0.0,1,,1,,0,
31778,0.35599999999999987,-0.28000000000000025,1.0739999999999998,0.35599999999999987,-0.28000000000000025,0.0,1,,1,,0,
31878,0.3759999999999999,-0.28500000000000014,1.0909999999999997,-0.2240000000000001,5.551115123125783e-17,-0.40900000000000025,1,,0,,1,
31978,0.3769999999999998,-0.28300000000000036,1.1139999999999999,-0.2230000000000002,5.551115123125783e-17,-0.3860000000000001,1,,0,,1,
32078,0.383,-0.28900000000000015,1.1389999999999998,-0.21699999999999997,0.0,-0.3610000000000002,1,,0,,1,
32178,0.383,-0.28400000000000025,1.161,-0.21699999999999997,5.551115123125783e-17,-0.33899999999999997,1,,0,,1,
32278,0.3929999999999998,-0.274,1.173,-0.20700000000000018,5.551115123125783e-17,-0.32699999999999996,1,,0,,1,
32378,0.4009999999999998,-0.27500000000000036,1.1909999999999998,-0.19900000000000018,5.551115123125783e-17,-0.30900000000000016,1,,0,,1,
32478,0.403,-0.27700000000000014,1.2199999999999998,-0.19699999999999995,5.551115123125783e-17,-0.28000000000000025,1,,0,,1,
32578,0.4129999999999998,-0.27900000000000036,1.2429999999999999,-0.18700000000000017,0.0,-0.2570000000000001,1,,0,,1,
32678,0.4039999999999999,-0.28300000000000036,1.267,-0.19600000000000006,5.551115123125783e-17,-0.2330000000000001,1,,0,,1,
32778,0.3979999999999997,-0.28300000000000036,1.2839999999999998,-0.2020000000000003,5.551115123125783e-17,-0.2160000000000002,1,,0,,1,
32878,0.4039999999999999,-0.27700000000000014,1.3059999999999998,-0.19600000000000006,5.551115123125783e-17,-0.19400000000000017,1,,0,,1,
32978,0.403,-0.278,1.3239999999999998,-0.19699999999999995,5.551115123125783e-17,-0.17600000000000016,1,,0,,1,
33078,0.3979999999999997,-0.28200000000000003,1.339,-0.2020000000000003,0.0,-0.16100000000000003,1,,0,,1,
33178,0.3979999999999997,-0.27700000000000014,1.3599999999999999,-0.2020000000000003,5.551115123125783e-17,-0.14000000000000012,1,,0,,1,
33278,0.4059999999999997,-0.28500000000000014,1.382,-0.19400000000000028,5.551115123125783e-17,-0.1180000000000001,1,,0,,1,
33378,0.403,-0.28500000000000014,1.402,-0.19699999999999995,5.551115123125783e-17,-0.09800000000000009,1,,0,,1,
33478,0.40700000000000003,-0.29200000000000026,1.42,-0.19299999999999995,0.0,-0.08000000000000007,1,,0,,1,
33578,0.4129999999999998,-0.28400000000000025,1.442,-0.18700000000000017,5.551115123125783e-17,-0.05800000000000005,1,,0,,1,
33678,0.4149999999999998,-0.28800000000000026,1.466,-0.18500000000000016,0.0,-0.03400000000000003,1,,0,,0,
33778,0.4009999999999998,-0.28900000000000015,1.4909999999999999,-0.19900000000000018,0.0,-0.009000000000000119,1,,0,,0,
33878,0.4059999999999997,-0.28900000000000015,1.513,-0.19400000000000028,0.0,0.0129999999999999,1,,0,,0,
33978,0.3999999999999999,-0.28300000000000036,1.523,-0.20000000000000007,5.551115123125783e-17,0.02299999999999991,1,,0,,0,
34078,0.3979999999999997,-0.28900000000000015,1.543,-0.2020000000000003,0.0,0.04299999999999993,1,,0,,0,
34178,0.399,-0.29000000000000004,1.569,-0.20099999999999996,0.0,0.06899999999999995,1,,0,,1,
34278,0.3899999999999997,-0.28700000000000037,1.5899999999999999,-0.2100000000000003,0.0,0.08999999999999986,1,,0,,1,
34378,0.3899999999999997,-0.29000000000000004,1.6039999999999999,-0.2100000000000003,0.0,0.10399999999999987,1,,0,,1,
34478,0.3859999999999997,-0.28600000000000003,1.6149999999999998,-0.2140000000000003,5.551115123125783e-17,0.11499999999999977,1,,0,,1,
34578,0.3879999999999999,-0.29200000000000026,1.6239999999999999,-0.21200000000000008,0.0,0.12399999999999989,1,,0,,1,
34678,0.3859999999999997,-0.28000000000000025,1.6209999999999998,-0.2140000000000003,0.0,0.12099999999999977,1,,0,,1,
34778,0.3849999999999998,-0.29000000000000004,1.626,-0.2150000000000002,0.0,0.1259999999999999,1,,0,,1,
34878,0.3899999999999997,-0.29300000000000015,1.6349999999999998,-0.2100000000000003,0.0,0.1349999999999998,1,,0,,1,
34978,0.3959999999999999,-0.28800000000000026,1.638,-0.20400000000000007,0.0,0.1379999999999999,1,,0,,1,
35078,0.3999999999999999,-0.2990000000000004,1.6289999999999998,-0.20000000000000007,0.0,0.12899999999999978,1,,0,,1,
35178,0.399,-0.29300000000000015,1.626,-0.20099999999999996,0.0,0.1259999999999999,1,,0,,1,
35278,0.4009999999999998,-0.2950000000000004,1.6219999999999999,-0.19900000000000018,5.551115123125783e-17,0.12199999999999989,1,,0,,1,
35378,0.3959999999999999,-0.29800000000000004,1.6219999999999999,-0.20400000000000007,5.551115123125783e-17,0.12199999999999989,1,,0,,1,
35478,0.3929999999999998,-0.29800000000000004,1.613,-0.20700000000000018,5.551115123125783e-17,0.11299999999999999,1,,0,,1,
35578,0.3929999999999998,-0.30900000000000016,1.6249999999999998,-0.20700000000000018,0.0,0.12499999999999978,1,,0,,1,
35678,0.383,-0.30200000000000005,1.63,-0.21699999999999997,0.0,0.1299999999999999,1,,0,,1,
35778,0.375,-0.3110000000000004,1.6169999999999998,-0.22499999999999998,0.0,0.11699999999999977,1,,0,,1,
35878,0.3679999999999999,-0.3110000000000004,1.6169999999999998,-0.2320000000000001,0.0,0.11699999999999977,1,,0,,1,
35978,0.37799999999999967,-0.31400000000000006,1.6179999999999999,-0.2220000000000003,0.0,0.11799999999999988,1,,0,,1,
36078,0.37799999999999967,-0.3120000000000003,1.6139999999999999,-0.2220000000000003,0.0,0.11399999999999988,1,,0,,1,
36178,0.3839999999999999,-0.30400000000000027,1.611,-0.21600000000000008,0.0,0.11099999999999999,1,,0,,1,
36278,0.3849999999999998,-0.3120000000000003,1.603,-0.2150000000000002,0.0,0.10299999999999998,1,,0,,1,
36378,0.3899999999999997,-0.3120000000000003,1.6059999999999999,-0.2100000000000003,0.0,0.10599999999999987,1,,0,,1,
36478,0.3929999999999998,-0.31000000000000005,1.607,-0.20700000000000018,0.0,0.10699999999999998,1,,0,,1,
36578,0.3859999999999997,-0.3240000000000003,1.6059999999999999,-0.2140000000000003,0.0,0.10599999999999987,1,,0,,1,
36678,0.387,-0.3240000000000003,1.6099999999999999,-0.21299999999999997,0.0,0.10999999999999988,1,,0,,1,
36778,0.3899999999999997,-0.3250000000000002,1.5959999999999999,-0.2100000000000003,0.0,0.09599999999999986,1,,0,,1,
36878,0.3849999999999998,-0.31700000000000017,1.599,-0.2150000000000002,5.551115123125783e-17,0.09899999999999998,1,,0,,1,
36978,0.375,-0.3150000000000004,1.5939999999999999,-0.22499999999999998,5.551115123125783e-17,0.09399999999999986,1,,0,,1,
37078,0.375,-0.3230000000000004,1.5899999999999999,-0.22499999999999998,0.0,0.08999999999999986,1,,0,,1,
37178,0.375,-0.31800000000000006,1.585,-0.22499999999999998,5.551115123125783e-17,0.08499999999999996,1,,0,,1,
37278,0.375,-0.3160000000000003,1.581,-0.22499999999999998,5.551115123125783e-17,0.08099999999999996,1,,0,,1,
37378,0.375,-0.3030000000000004,1.5819999999999999,-0.22499999999999998,0.0,0.08199999999999985,1,,0,,1,
37478,0.383,-0.278,1.5839999999999999,-0.21699999999999997,5.551115123125783e-17,0.08399999999999985,1,,0,,1,
37578,0.3799999999999999,-0.2610000000000001,1.581,-0.22000000000000008,-5.551115123125783e-17,0.08099999999999996,1,,0,,1,
37678,0.3849999999999998,-0.25,1.581,-0.2150000000000002,-5.551115123125783e-17,0.08099999999999996,1,,0,,1,
37778,0.3899999999999997,-0.2190000000000003,1.581,-0.2100000000000003,0.0,0.08099999999999996,1,,0,,1,
37878,0.3899999999999997,-0.21700000000000008,1.5759999999999998,-0.2100000000000003,5.551115123125783e-17,0.07599999999999985,1,,0,,1,
37978,0.3959999999999999,-0.2100000000000004,1.571,-0.20400000000000007,5.551115123125783e-17,0.07099999999999995,1,,0,,1,
38078,0.3929999999999998,-0.20500000000000007,1.5719999999999998,-0.20700000000000018,0.0,0.07199999999999984,1,,0,,1,
38178,0.3859999999999997,-0.20500000000000007,1.5679999999999998,-0.2140000000000003,0.0,0.06799999999999984,1,,0,,1,
38278,0.3979999999999997,-0.1940000000000004,1.563,-0.2020000000000003,0.0,0.06299999999999994,1,,0,,1,
38378,0.3899999999999997,-0.18900000000000006,1.563,-0.2100000000000003,5.551115123125783e-17,0.06299999999999994,1,,0,,1,
38478,0.3929999999999998,-0.18400000000000016,1.563,-0.20700000000000018,0.0,0.06299999999999994,1,,0,,1,
38578,0.391,-0.17700000000000005,1.559,-0.20899999999999996,-5.551115123125783e-17,0.05899999999999994,1,,0,,1,
38678,0.3969999999999998,-0.16600000000000037,1.555,-0.20300000000000018,5.551115123125783e-17,0.05499999999999994,1,,0,,1,
38778,0.3999999999999999,-0.16000000000000014,1.557,-0.20000000000000007,0.0,0.05699999999999994,1,,0,,1,
38878,0.3939999999999997,-0.15100000000000025,1.5559999999999998,-0.2060000000000003,5.551115123125783e-17,0.05599999999999983,1,,0,,1,
38978,0.399,-0.14600000000000035,1.5539999999999998,-0.20099999999999996,0.0,0.053999999999999826,1,,0,,1,
39078,0.3929999999999998,-0.13600000000000012,1.5559999999999998,-0.20700000000000018,-5.551115123125783e-17,0.05599999999999983,1,,0,,1,
39178,0.3959999999999999,-0.13400000000000034,1.563,-0.20400000000000007,-5.551115123125783e-17,0.06299999999999994,1,,0,,1,
39278,0.3929999999999998,-0.13000000000000034,1.5559999999999998,-0.20700000000000018,5.551115123125783e-17,0.05599999999999983,1,,0,,1,
39378,0.3979999999999997,-0.137,1.5559999999999998,-0.2020000000000003,-5.551115123125783e-17,0.05599999999999983,1,,0,,1,
39478,0.3879999999999999,-0.125,1.557,-0.21200000000000008,0.0,0.05699999999999994,1,,0,,1,
39578,0.3859999999999997,-0.129,1.557,-0.2140000000000003,5.551115123125783e-17,0.05699999999999994,1,,0,,1,
39678,0.3859999999999997,-0.11400000000000032,1.5519999999999998,-0.2140000000000003,0.0,0.051999999999999824,1,,0,,1,
39778,0.3929999999999998,-0.10499999999999998,1.549,-0.20700000000000018,5.551115123125783e-17,0.04899999999999993,1,,0,,0,
39878,0.3929999999999998,-0.08900000000000041,1.543,-0.20700000000000018,0.0,0.04299999999999993,1,,0,,0,
39978,0.387,-0.0940000000000003,1.5439999999999998,-0.21299999999999997,0.0,0.04399999999999982,1,,0,,0,
40078,0.3969999999999998,-0.08300000000000018,1.5419999999999998,-0.20300000000000018,0.0,0.041999999999999815,1,,0,,0,
40178,0.3959999999999999,-0.0810000000000004,1.537,-0.20400000000000007,0.0,0.03699999999999992,1,,0,,0,
40278,0.3969999999999998,-0.0820000000000003,1.537,-0.20300000000000018,0.0,0.03699999999999992,1,,0,,0,
