timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_pos_exceeded,multi_ranger_x_drift_pos_trigger,multi_ranger_x_drift_neg_exceeded,multi_ranger_x_drift_neg_trigger,multi_ranger_y_drift_pos_exceeded,multi_ranger_y_drift_pos_trigger,multi_ranger_y_drift_neg_exceeded,multi_ranger_y_drift_neg_trigger,multi_ranger_z_drift_pos_exceeded,multi_ranger_z_drift_pos_trigger,multi_ranger_z_drift_neg_exceeded,multi_ranger_z_drift_neg_trigger,right,front,up,progressing_2s,min_closure_2s,progressing_5s,min_closure_5s,reached_waypoint,trigger_15,trigger_16,trigger_17
1471864,-0.07,0.15,0.16,-0.07,0.15,2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,32.766,3.06,3.084,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1471964,-0.08,0.14,0.15,-0.08,0.14,0.0,0,,0,,0,,0,,0,,0,,32.766,3.07,3.088,,,,,0,,,
1472064,-0.09,0.16,0.16,-0.09,0.16,2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,32.766,3.053,3.079,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1472165,-0.09,0.16,0.18,-0.09,0.16,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,32.766,3.05,3.063,,,,,0,,,
1472265,-0.1,0.16,0.2,-0.1,0.16,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,32.766,3.046,3.045,,,,,0,,,
1472364,-0.1,0.15,0.21,-0.1,0.15,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,,32.766,3.063,3.031,,,,,0,,,
1472464,-0.1,0.15,0.24,-0.1,0.15,0.0,0,,0,,0,,0,,0,,0,,32.766,3.055,3.001,,,,,0,,,
1472564,-0.1,0.16,0.28,-0.1,0.16,0.0,0,,0,,0,,0,,0,,0,,32.766,3.053,2.965,,,,,0,,,
1472664,-0.1,0.15,0.29,-0.1,0.15,5.551115123125783e-17,0,,0,,0,,0,,0,,0,,32.766,3.06,2.95,,,,,0,,,
1472764,-0.09,0.16,0.33,-0.09,0.16,0.0,0,,0,,0,,0,,0,,0,,2.925,3.054,2.915,,,,,0,,,
1472864,-0.08,0.15,0.36,-0.08,0.15,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,32.766,3.06,2.877,,,,,0,,,
1472964,-0.08,0.17,0.4,-0.08,0.17,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,32.766,3.045,2.844,,,,,0,,,
1473064,-0.08,0.16,0.43,-0.08,0.16,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,2.939,3.048,2.808,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1473164,-0.08,0.15,0.46,-0.08,0.15,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,,2.947,3.059,2.785,,,,,0,,,
1473264,-0.08,0.15,0.5,-0.08,0.15,0.0,0,,0,,0,,0,,0,,0,,2.953,3.056,2.743,,,,,0,,,
1473364,-0.07,0.15,0.52,-0.07,0.15,0.0,0,,0,,0,,0,,0,,0,,2.954,3.056,2.722,,,,,0,,,
1473464,-0.07,0.17,0.54,-0.07,0.17,0.0,0,,0,,0,,0,,0,,0,,2.955,3.043,2.701,,,,,0,,,
1473564,-0.07,0.17,0.58,-0.07,0.17,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.964,3.042,2.661,,,,,0,,,
1473664,-0.07,0.19,0.59,-0.07,0.19,0.0,0,,0,,0,,0,,0,,0,,2.967,3.024,2.651,,,,,0,,,
1473764,-0.08,0.18,0.62,-0.08,0.18,0.0,0,,0,,0,,0,,0,,0,,2.979,3.028,2.618,,,,,0,,,
1473864,-0.07,0.19,0.65,-0.07,0.19,0.0,0,,0,,0,,0,,0,,0,,2.983,3.025,2.586,,,,,0,,,
1473964,-0.07,0.19,0.68,-0.07,0.19,0.0,0,,0,,0,,0,,0,,0,,2.979,3.017,2.564,,,,,0,,,
1474064,-0.07,0.2,0.7,-0.07,0.2,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,,2.98,3.006,2.544,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1474164,-0.07,0.21,0.72,-0.07,0.21,-1.1102230246251565e-16,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.993,3.004,2.52,,,,,0,,,
1474264,-0.07,0.21,0.74,-0.07,0.21,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.983,3.002,2.5,,,,,0,,,
1474364,-0.06,0.21,0.76,-0.06,0.21,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.987,3.004,2.476,,,,,0,,,
1474464,-0.06,0.21,0.79,-0.06,0.21,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.975,3.003,2.448,,,,,0,,,
1474564,-0.06,0.23,0.81,-0.06,0.23,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.974,2.985,2.43,,,,,0,,,
1474664,-0.05,0.23,0.83,-0.05,0.23,1.1102230246251565e-16,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.973,2.981,2.408,,,,,0,,,
1474764,-0.05,0.24,0.85,-0.05,0.24,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.964,2.974,2.386,,,,,0,,,
1474864,-0.05,0.24,0.89,-0.05,0.24,1.1102230246251565e-16,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.969,2.971,2.354,,,,,0,,,
1474964,-0.05,0.24,0.91,-0.05,0.24,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.965,2.974,2.33,,,,,0,,,
1475064,-0.04,0.25,0.93,-0.04,0.25,1.1102230246251565e-16,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.969,2.962,2.314,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1475164,-0.05,0.24,0.95,-0.05,0.24,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.96,2.971,2.291,,,,,0,,,
1475264,-0.04,0.26,0.97,-0.04,0.26,-1.1102230246251565e-16,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.962,2.949,2.268,,,,,0,,,
1475364,-0.04,0.26,0.99,-0.04,0.26,1.1102230246251565e-16,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.962,2.949,2.25,,,,,0,,,
1475464,-0.04,0.29,1.01,-0.04,0.29,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.966,2.924,2.229,,,,,0,,,
1475564,-0.04,0.29,1.04,-0.04,0.29,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.964,2.925,2.204,,,,,0,,,
1475664,-0.03,0.29,1.05,-0.03,0.29,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.957,2.915,2.189,,,,,0,,,
1475764,-0.04,0.31,1.08,-0.04,0.31,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.945,2.9,2.163,,,,,0,,,
1475864,-0.03,0.32,1.1,-0.03,0.32,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.942,2.894,2.14,,,,,0,,,
1475964,-0.02,0.33,1.12,-0.02,0.33,0.0,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.931,2.879,2.123,,,,,0,,,
1476064,-0.02,0.33,1.14,-0.02,0.33,-2.220446049250313e-16,0,,0,,1,Y drift forward (Multi-Ranger) > 0.2m — correcting back!,0,,0,,0,,2.93,2.877,2.099,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1476164,-0.02,0.34,1.17,-0.02,0.0,-0.33000000000000007,0,,0,,0,,0,,0,,1,Z drift down (Multi-Ranger) < -0.2m — correcting up!,2.922,2.868,2.07,,,,,0,,,
1476264,-0.02,0.34,1.19,-0.02,0.0,-0.31000000000000005,0,,0,,0,,0,,0,,1,Z drift down (Multi-Ranger) < -0.2m — correcting up!,2.929,2.872,2.049,,,,,0,,,
1476364,-0.01,0.34,1.21,-0.01,0.0,-0.29000000000000004,0,,0,,0,,0,,0,,1,Z drift down (Multi-Ranger) < -0.2m — correcting up!,2.928,2.865,2.033,,,,,0,,,
1476464,-0.01,0.36,1.22,-0.01,0.0,-0.28,0,,0,,0,,0,,0,,1,Z drift down (Multi-Ranger) < -0.2m — correcting up!,2.934,2.852,2.016,,,,,0,,,
1476564,-0.01,0.35,1.25,-0.01,-5.551115123125783e-17,-0.25,0,,0,,0,,0,,0,,1,Z drift down (Multi-Ranger) < -0.2m — correcting up!,2.908,2.856,1.992,,,,,0,,,
1476665,-0.01,0.37,1.27,-0.01,0.0,-0.22999999999999998,0,,0,,0,,0,,0,,1,Z drift down (Multi-Ranger) < -0.2m — correcting up!,2.925,2.837,1.967,,,,,0,,,
1476765,-0.01,0.37,1.29,-0.01,0.0,-0.20999999999999996,0,,0,,0,,0,,0,,1,Z drift down (Multi-Ranger) < -0.2m — correcting up!,2.907,2.84,1.948,,,,,0,,,
1476864,-0.01,0.36,1.31,-0.01,0.0,-0.18999999999999995,0,,0,,0,,0,,0,,0,,2.909,2.846,1.927,,,,,0,,,
1476964,-0.0,0.37,1.33,-0.0,0.0,-0.16999999999999993,0,,0,,0,,0,,0,,0,,2.908,2.837,1.91,,,,,0,,,
1477064,-0.0,0.36,1.35,-0.0,0.0,-0.1499999999999999,0,,0,,0,,0,,0,,0,,2.906,2.846,1.891,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1477164,-0.0,0.36,1.37,-0.0,0.0,-0.1299999999999999,0,,0,,0,,0,,0,,0,,2.897,2.845,1.875,,,,,0,,,
1477264,-0.0,0.37,1.38,-0.0,0.0,-0.1200000000000001,0,,0,,0,,0,,0,,0,,2.903,2.843,1.857,,,,,0,,,
1477364,0.0,0.37,1.41,0.0,0.0,-0.09000000000000008,0,,0,,0,,0,,0,,0,,2.903,2.839,1.831,,,,,0,,,
1477464,0.0,0.37,1.43,0.0,0.0,-0.07000000000000006,0,,0,,0,,0,,0,,0,,2.888,2.836,1.814,,,,,0,,,
1477564,0.0,0.38,1.45,0.0,5.551115123125783e-17,-0.050000000000000044,0,,0,,0,,0,,0,,0,,2.902,2.827,1.791,,,,,0,,,
1477664,0.0,0.38,1.47,0.0,5.551115123125783e-17,-0.030000000000000027,0,,0,,0,,0,,0,,0,,2.894,2.834,1.77,,,,,0,,,
1477764,0.01,0.38,1.49,0.01,5.551115123125783e-17,-0.010000000000000009,0,,0,,0,,0,,0,,0,,2.888,2.826,1.749,,,,,0,,,
1477864,0.01,0.39,1.51,0.01,0.0,0.010000000000000009,0,,0,,0,,0,,0,,0,,2.894,2.82,1.731,,,,,0,,,
1477964,0.0,0.38,1.53,0.0,5.551115123125783e-17,0.030000000000000027,0,,0,,0,,0,,0,,0,,2.885,2.828,1.712,,,,,0,,,
1478064,0.01,0.4,1.55,0.01,5.551115123125783e-17,0.050000000000000044,0,,0,,0,,0,,0,,0,,2.895,2.805,1.693,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1478164,0.0,0.4,1.57,0.0,5.551115123125783e-17,0.07000000000000006,0,,0,,0,,0,,0,,0,,2.892,2.811,1.67,,,,,0,,,
1478264,-0.0,0.41,1.57,-0.0,5.551115123125783e-17,0.07000000000000006,0,,0,,0,,0,,0,,0,,2.894,2.804,1.67,,,,,0,,,
1478364,0.0,0.42,1.61,0.0,-5.551115123125783e-17,0.1100000000000001,0,,0,,0,,0,,0,,0,,2.894,2.787,1.628,,,,,0,,,
1478464,0.01,0.41,1.61,0.01,5.551115123125783e-17,0.1100000000000001,0,,0,,0,,0,,0,,0,,2.904,2.796,1.628,,,,,0,,,
1478564,-0.0,0.42,1.63,-0.0,-5.551115123125783e-17,0.1299999999999999,0,,0,,0,,0,,0,,0,,2.902,2.789,1.607,,,,,0,,,
1478664,0.0,0.43,1.66,0.0,0.0,0.15999999999999992,0,,0,,0,,0,,0,,0,,2.895,2.776,1.579,,,,,0,,,
1478764,0.01,0.44,1.66,0.01,0.0,0.15999999999999992,0,,0,,0,,0,,0,,0,,2.893,2.77,1.58,,,,,0,,,
1478864,0.01,0.44,1.66,0.01,0.0,0.15999999999999992,0,,0,,0,,0,,0,,0,,2.88,2.773,1.58,,,,,0,,,
1478964,0.01,0.45,1.67,0.01,-5.551115123125783e-17,0.16999999999999993,0,,0,,0,,0,,0,,0,,2.874,2.763,1.573,,,,,0,,,
1479064,0.02,0.46,1.66,0.02,0.0,0.15999999999999992,0,,0,,0,,0,,0,,0,,2.872,2.752,1.579,0,,0,,0,,Not progressing toward waypoint for 2s.,Potentially stuck: no net approach for 5s.
1479164,0.02,0.46,1.67,0.02,0.0,0.16999999999999993,0,,0,,0,,0,,0,,0,,2.875,2.753,1.573,,,,,0,,,
1479264,0.01,0.47,1.67,0.01,0.0,0.16999999999999993,0,,0,,0,,0,,0,,0,,2.88,2.737,1.573,,,,,0,,,
1479364,0.01,0.48,1.66,0.01,5.551115123125783e-17,0.15999999999999992,0,,0,,0,,0,,0,,0,,2.89,2.731,1.581,,,,,0,,,
1479464,0.0,0.49,1.66,0.0,0.0,0.15999999999999992,0,,0,,0,,0,,0,,0,,2.893,2.723,1.583,,,,,0,,,
