Run,Timestamp_Init,Timestamp_Final,X-Net,Y-Net,Z-Net
1,3798429,3827129,-7.25353479385376,-3.3235087990760808,0.3263526190130505
2,3999655,4028355,1.2242844700813293,-0.2809940278530121,0.3286294506979174
3,4152045,4180745,1.787886142730713,-0.9214214012026787,0.3176574333047028
4,4344875,4373575,1.1277337670326233,-0.6660066694021225,0.3195670867571606
5,4498313,4527013,1.6169718205928802,-0.1045541763305664,0.3397389646270311
6,4628190,4656890,1.5050053000450139,-0.310421347618103,0.3561902496148831
7,4811490,4840190,-0.876065731048584,-1.312269538640976,0.3568768000695854
8,4950384,4979084,1.0844456553459167,-0.440856009721756,0.3249962419504299
9,5152926,5181626,1.333725392818451,-0.5612558126449585,0.35128032109059854
10,5314355,5343055,0.7734012603759766,0.37206047773361206,0.3328008917160332
11,5451222,5479922,0.535760760307312,-0.8499952405691147,0.3504100149148144
12,5608123,5636823,1.3935117423534393,-0.9104176312685012,0.3576063975924625
13,5796638,5825338,-1.9263702630996704,-0.9509241580963134,0.3339583250344731
14,5963156,5991856,1.3869913816452026,-0.2655945420265198,0.33088255062466476
15,13446,42146,1.4688735995441675,-0.010173624381422997,0.33440049734053895
16,156355,185055,1.1100124418735504,0.7275591641664504,0.357142015156569
17,318757,347457,0.18054664134979248,-0.004440218210220392,0.3156841394957156
18,458217,486917,0.6132611036300658,0.0849764496088027,0.3369668293162249
19,646358,675058,2.9767634868621826,0.002585761249065399,0.3503144196001814
20,812019,840719,0.7802211046218872,-1.4604451805353165,0.3162539531476796
21,1008123,1036823,-0.3071169853210449,1.5034538842737675,0.3234174326062203
22,1291662,1320362,0.860185980796814,0.5565136596560478,0.3290518896537833
