timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_exceeded,multi_ranger_x_drift_trigger,multi_ranger_y_drift_exceeded,multi_ranger_y_drift_trigger,multi_ranger_z_drift_exceeded,multi_ranger_z_drift_trigger
38248,-0.07,0.07,0.11,-0.07,0.07,0.0,1,,1,,0,
38348,-0.06,0.06,0.11,-0.06,0.06,0.0,1,,1,,0,
38448,-0.05,0.08,0.13,-0.05,0.08,0.0,0,,1,,0,
38548,-0.06,0.09,0.15,-0.06,0.09,0.0,1,,1,,0,
39048,-0.05,0.07,0.22,-0.05,0.07,0.0,0,,1,,0,
39148,-0.05,0.06,0.24,-0.05,0.06,0.0,0,,1,,0,
39248,-0.06,0.06,0.27,-0.06,0.06,0.0,1,,1,,0,
39348,-0.05,0.08,0.31,-0.05,0.08,0.0,0,,1,,0,
39648,-0.03,0.07,0.39,-0.03,0.07,0.0,0,,1,,0,
39748,-0.04,0.08,0.42,-0.04,0.08,-5.551115123125783e-17,0,,1,,0,
39848,-0.03,0.07,0.43,-0.03,0.07,-5.551115123125783e-17,0,,1,,0,
39948,-0.03,0.07,0.48,-0.03,0.07,0.0,0,,1,,0,
40048,-0.01,0.08,0.51,-0.01,0.08,0.0,0,,1,,0,
40148,-0.02,0.07,0.53,-0.02,0.07,0.0,0,,1,,0,
40348,0.0,0.06,0.58,0.0,0.06,1.1102230246251565e-16,0,,1,,0,
40448,0.0,0.07,0.62,0.0,0.07,0.0,0,,1,,0,
40548,0.01,0.08,0.63,0.01,0.08,-1.1102230246251565e-16,0,,1,,0,
40648,0.02,0.08,0.66,0.02,0.08,0.0,0,,1,,0,
40748,0.02,0.06,0.69,0.02,0.06,0.0,0,,1,,0,
40848,0.02,0.07,0.71,0.02,0.07,0.0,0,,1,,0,
41048,0.02,0.07,0.76,0.02,0.07,0.0,0,,1,,0,
41148,0.03,0.07,0.79,0.03,0.07,0.0,0,,1,,0,
41248,0.02,0.07,0.81,0.02,0.07,0.0,0,,1,,0,
41348,0.03,0.08,0.82,0.03,0.08,0.0,0,,1,,0,
41448,0.03,0.07,0.85,0.03,0.07,0.0,0,,1,,0,
41548,0.04,0.07,0.87,0.04,0.07,1.1102230246251565e-16,0,,1,,0,
41648,0.04,0.07,0.91,0.04,0.07,0.0,0,,1,,0,
41748,0.05,0.07,0.92,0.05,0.07,-1.1102230246251565e-16,0,,1,,0,
41848,0.05,0.08,0.94,0.05,0.08,0.0,0,,1,,0,
41948,0.06,0.08,0.96,0.06,0.08,0.0,1,,1,,0,
42048,0.07,0.09,0.97,0.07,0.09,-1.1102230246251565e-16,1,,1,,0,
42248,0.07,0.08,1.01,0.07,0.08,0.0,1,,1,,0,
42348,0.06,0.08,1.04,0.06,0.08,0.0,1,,1,,0,
42448,0.08,0.06,1.07,0.08,0.06,0.0,1,,1,,0,
42548,0.07,0.08,1.09,0.07,0.08,-2.220446049250313e-16,1,,1,,0,
